Departamento,Municipio,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),(00 a 04),(05 a 09),(10 a 13),(14 a 17),(18 a 19),(20 a 24),(25 a 28),(29 a 34),(35 a 39),(40 a 44),(45 a 49),(50 a 54),(55 a 59),(60 a 64),(65 a 69),(70 a 74),(75 a 79),(80 y más),TOTAL
La Guajira , Hatonuevo,44378,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Hatonuevo,44378,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Hatonuevo,44378,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Hatonuevo,44378,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Hatonuevo,44378,TOTAL,0, -   , -   , -   , -   , 1 , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
La Guajira , Maicao,44430,Hombre,Menores de Edad (<18 años), -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
La Guajira , Maicao,44430,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 5 , 16 , 12 , 17 , 9 , 7 , 7 , 1 , 2 , -   , 2 , -   , -   , -   , 78 
La Guajira , Maicao,44430,HOMBRE,TOTAL, -   , -   , -   , 3 , 5 , 16 , 12 , 17 , 9 , 7 , 7 , 1 , 2 , -   , 2 , -   , -   , -   , 81 
La Guajira , Maicao,44430,Mujer,Menores de Edad (<18 años), -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
La Guajira , Maicao,44430,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , 2 , 1 , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 5 
La Guajira , Maicao,44430,MUJER,TOTAL, -   , 1 , 1 , -   , 2 , 1 , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 7 
La Guajira , Maicao,44430,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Maicao,44430,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Maicao,44430,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Maicao,44430,TOTAL,0, -   , 1 , 1 , 3 , 7 , 17 , 12 , 17 , 10 , 7 , 8 , 1 , 2 , -   , 2 , -   , -   , -   , 88 
La Guajira , Manaure,44560,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Manaure,44560,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
La Guajira , Manaure,44560,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
La Guajira , Manaure,44560,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Manaure,44560,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Manaure,44560,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Manaure,44560,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Manaure,44560,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Manaure,44560,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Manaure,44560,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
La Guajira , Riohacha,44001,Hombre,Menores de Edad (<18 años), 1 , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 
La Guajira , Riohacha,44001,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 3 , 8 , 5 , 12 , 2 , 8 , 3 , 2 , 2 , 3 , -   , 1 , -   , -   , 49 
La Guajira , Riohacha,44001,HOMBRE,TOTAL, 1 , -   , -   , 2 , 3 , 8 , 5 , 12 , 2 , 8 , 3 , 2 , 2 , 3 , -   , 1 , -   , -   , 52 
La Guajira , Riohacha,44001,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Riohacha,44001,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , 3 
La Guajira , Riohacha,44001,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , 3 
La Guajira , Riohacha,44001,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Riohacha,44001,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Riohacha,44001,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Riohacha,44001,TOTAL,0, 1 , -   , -   , 2 , 3 , 8 , 6 , 12 , 2 , 9 , 3 , 2 , 3 , 3 , -   , 1 , -   , -   , 55 
La Guajira , San Juan del Cesar,44650,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , San Juan del Cesar,44650,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 3 
La Guajira , San Juan del Cesar,44650,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 3 
La Guajira , San Juan del Cesar,44650,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , San Juan del Cesar,44650,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , San Juan del Cesar,44650,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , San Juan del Cesar,44650,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , San Juan del Cesar,44650,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , San Juan del Cesar,44650,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , San Juan del Cesar,44650,TOTAL,0, -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 3 
La Guajira , Uribia,44847,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Uribia,44847,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , 1 , 2 , 3 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 
La Guajira , Uribia,44847,HOMBRE,TOTAL, -   , -   , -   , -   , 1 , 1 , 2 , 3 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 
La Guajira , Uribia,44847,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Uribia,44847,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Uribia,44847,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Uribia,44847,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Uribia,44847,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Uribia,44847,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
La Guajira , Uribia,44847,TOTAL,0, -   , -   , -   , -   , 1 , 1 , 2 , 3 , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 10 
Magdalena , Algarrobo,47030,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Algarrobo,47030,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Magdalena , Algarrobo,47030,HOMBRE,TOTAL, -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Magdalena , Algarrobo,47030,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Algarrobo,47030,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Algarrobo,47030,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Algarrobo,47030,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Algarrobo,47030,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Algarrobo,47030,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Algarrobo,47030,TOTAL,0, -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Magdalena , Aracataca,47053,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Aracataca,47053,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 2 , 1 , 4 , 2 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 10 
Magdalena , Aracataca,47053,HOMBRE,TOTAL, -   , -   , -   , -   , 2 , 1 , 4 , 2 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 10 
Magdalena , Aracataca,47053,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Aracataca,47053,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Aracataca,47053,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Aracataca,47053,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Aracataca,47053,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Aracataca,47053,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Aracataca,47053,TOTAL,0, -   , -   , -   , -   , 2 , 1 , 4 , 2 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 10 
Magdalena , Ariguaní,47058,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Ariguaní,47058,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 2 , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 4 
Magdalena , Ariguaní,47058,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 2 , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 4 
Magdalena , Ariguaní,47058,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Ariguaní,47058,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Ariguaní,47058,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Ariguaní,47058,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Ariguaní,47058,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Ariguaní,47058,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Ariguaní,47058,TOTAL,0, -   , -   , -   , -   , -   , 2 , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 4 
Magdalena , Ciénaga,47189,Hombre,Menores de Edad (<18 años), 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Magdalena , Ciénaga,47189,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , 13 , 7 , 7 , 5 , 1 , 2 , -   , -   , 2 , -   , -   , -   , -   , 38 
Magdalena , Ciénaga,47189,HOMBRE,TOTAL, 1 , -   , -   , 1 , 1 , 13 , 7 , 7 , 5 , 1 , 2 , -   , -   , 2 , -   , -   , -   , -   , 40 
Magdalena , Ciénaga,47189,Mujer,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Magdalena , Ciénaga,47189,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , 4 
Magdalena , Ciénaga,47189,MUJER,TOTAL, -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , 5 
Magdalena , Ciénaga,47189,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Ciénaga,47189,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Ciénaga,47189,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Ciénaga,47189,TOTAL,0, 1 , -   , -   , 2 , 1 , 13 , 7 , 8 , 6 , 1 , 3 , 1 , -   , 2 , -   , -   , -   , -   , 45 
Magdalena , El Banco,47245,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Banco,47245,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , 5 
Magdalena , El Banco,47245,HOMBRE,TOTAL, -   , -   , -   , -   , 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , 5 
Magdalena , El Banco,47245,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Banco,47245,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Magdalena , El Banco,47245,MUJER,TOTAL, -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 
Magdalena , El Banco,47245,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Banco,47245,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Banco,47245,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Banco,47245,TOTAL,0, -   , -   , -   , -   , 1 , 2 , 2 , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , 7 
Magdalena , El Retén,47268,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Retén,47268,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 3 
Magdalena , El Retén,47268,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 3 
Magdalena , El Retén,47268,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Retén,47268,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Retén,47268,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Retén,47268,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Retén,47268,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Retén,47268,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , El Retén,47268,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 3 
Magdalena , Fundación,47288,Hombre,Menores de Edad (<18 años), -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Magdalena , Fundación,47288,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , 1 , 3 , 6 , 2 , 1 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 15 
Magdalena , Fundación,47288,HOMBRE,TOTAL, -   , -   , -   , 1 , 1 , 3 , 6 , 2 , 1 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 16 
Magdalena , Fundación,47288,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Fundación,47288,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Magdalena , Fundación,47288,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Magdalena , Fundación,47288,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Fundación,47288,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Fundación,47288,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Fundación,47288,TOTAL,0, -   , -   , -   , 1 , 1 , 3 , 6 , 2 , 2 , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , 17 
Magdalena , Guamal,47318,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Guamal,47318,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , 2 
Magdalena , Guamal,47318,HOMBRE,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , 2 
Magdalena , Guamal,47318,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Guamal,47318,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Guamal,47318,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Guamal,47318,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Guamal,47318,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Guamal,47318,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Guamal,47318,TOTAL,0, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , 1 , -   , -   , -   , 2 
Magdalena , Nueva Granada,47460,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Nueva Granada,47460,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 2 , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 
Magdalena , Nueva Granada,47460,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 2 , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 
Magdalena , Nueva Granada,47460,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Nueva Granada,47460,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Nueva Granada,47460,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Nueva Granada,47460,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Nueva Granada,47460,Indeterminado,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Nueva Granada,47460,INDETERMINADO,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Nueva Granada,47460,TOTAL,0, -   , -   , -   , -   , -   , 2 , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 4 
Magdalena , Pedraza,47541,Hombre,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Pedraza,47541,Hombre,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Magdalena , Pedraza,47541,HOMBRE,TOTAL, -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 
Magdalena , Pedraza,47541,Mujer,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Pedraza,47541,Mujer,Mayores de Edad (>18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Pedraza,47541,MUJER,TOTAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
Magdalena , Pedraza,47541,Indeterminado,Menores de Edad (<18 años), -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
