VIOLENCIA INTRAFAMILIAR (VIF) EN BOGOTÁ D.C AÑO 2020 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Sumapaz,Sumapaz.1,Sumapaz.2,Sumapaz.3,Sumapaz.4,Sumapaz.5,Sumapaz.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
Otras razones,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,1,1,1,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17
Sin información,-,3,3,-,-,-,3,-,-,-,-,2,2,2,-,14,14,-,8,8,22,-,-,-,-,1,1,1,-,4,4,-,7,7,11,-,18,18,-,31,31,49,-,2,2,-,3,3,5,-,6,6,-,15,15,21,-,-,-,-,3,3,3,-,-,-,-,2,2,2,-,2,2,-,1,1,3,-,3,3,-,4,4,7,-,6,6,-,6,6,12,-,1,1,-,1,1,2,-,10,10,-,9,9,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,4,4,7,-,3,3,-,-,-,3,-,2,2,-,3,3,5,-,7,7,-,1,1,8,185
VIOLENCIA CONTRA EL ADULTO MAYOR (VIF),-,6,6,-,8,8,14,-,4,4,-,7,7,11,-,21,21,-,19,19,40,-,2,2,-,3,3,5,-,25,25,-,19,19,44,-,30,30,-,23,23,53,-,5,5,-,4,4,9,-,19,19,-,31,31,50,-,2,2,-,1,1,3,-,4,4,-,7,7,11,-,8,8,-,8,8,16,-,8,8,-,7,7,15,-,16,16,-,17,17,33,-,5,5,-,-,-,5,-,19,19,-,17,17,36,-,-,-,-,-,-,-,-,1,1,-,5,5,6,-,10,10,-,6,6,16,-,10,10,-,9,9,19,-,18,18,-,18,18,36,-,3,3,-,7,7,10,432
"Celos, desconfianza, infidelidad",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,4
Consumo de alcohol y/o sustancias psicoactivas,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,1,1,-,4,4,5,-,-,-,-,1,1,1,-,3,3,-,3,3,6,-,6,6,-,3,3,9,-,-,-,-,-,-,-,-,1,1,-,8,8,9,-,1,1,-,-,-,1,-,-,-,-,2,2,2,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,5,5,-,2,2,7,-,1,1,-,-,-,1,-,7,7,-,5,5,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,-,-,-,1,1,1,-,4,4,-,3,3,7,-,-,-,-,1,1,1,71
Económicas,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
Enfermedad fisica o mental,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Intolerancia, machismo",-,4,4,-,7,7,11,-,3,3,-,6,6,9,-,20,20,-,13,13,33,-,2,2,-,2,2,4,-,20,20,-,16,16,36,-,17,17,-,12,12,29,-,3,3,-,2,2,5,-,17,17,-,20,20,37,-,1,1,-,1,1,2,-,3,3,-,5,5,8,-,7,7,-,7,7,14,-,7,7,-,5,5,12,-,11,11,-,14,14,25,-,4,4,-,-,-,4,-,11,11,-,12,12,23,-,-,-,-,-,-,-,-,1,1,-,4,4,5,-,7,7,-,4,4,11,-,10,10,-,8,8,18,-,13,13,-,13,13,26,-,3,3,-,6,6,9,321
Otras razones,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,2
Sin información,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,7,7,-,8,8,15,-,2,2,-,1,1,3,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29
TOTAL,15,16,31,3,43,46,77,6,13,19,6,32,38,57,111,123,234,116,210,326,560,4,11,15,7,19,26,41,86,160,246,109,235,344,590,57,130,187,54,182,236,423,23,40,63,18,34,52,115,90,150,240,90,257,347,587,-,5,5,-,9,9,14,15,18,33,21,33,54,87,8,45,53,18,51,69,122,46,69,115,40,108,148,263,71,107,178,82,177,259,437,7,35,42,17,45,62,104,63,133,196,56,207,263,459,-,-,-,-,1,1,1,10,9,19,2,17,19,38,25,45,70,15,55,70,140,20,56,76,25,67,92,168,50,76,126,55,124,179,305,46,37,83,31,44,75,158,4746
VARIABLE: MECANISMO CAUSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)",15,-,15,3,-,3,18,6,-,6,6,-,6,12,111,-,111,116,-,116,227,4,-,4,7,-,7,11,86,-,86,109,-,109,195,57,-,57,54,-,54,111,23,-,23,18,-,18,41,90,-,90,90,-,90,180,-,-,-,-,-,-,-,15,-,15,21,-,21,36,8,-,8,18,-,18,26,46,-,46,40,-,40,86,71,-,71,82,-,82,153,7,-,7,17,-,17,24,63,-,63,56,-,56,119,-,-,-,-,-,-,-,10,-,10,2,-,2,12,25,-,25,15,-,15,40,20,-,20,25,-,25,45,50,-,50,55,-,55,105,46,-,46,31,-,31,77,1518
Abrasivo,1,-,1,-,-,-,1,1,-,1,-,-,-,1,3,-,3,4,-,4,7,-,-,-,1,-,1,1,6,-,6,4,-,4,10,2,-,2,4,-,4,6,2,-,2,-,-,-,2,6,-,6,1,-,1,7,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,1,-,1,1,4,-,4,4,-,4,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,1,-,1,-,-,-,1,3,-,3,1,-,1,4,2,-,2,1,-,1,3,59
Agentes y mecanismos biológicos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1
Contundente,6,-,6,1,-,1,7,1,-,1,3,-,3,4,34,-,34,40,-,40,74,1,-,1,3,-,3,4,33,-,33,42,-,42,75,27,-,27,11,-,11,38,9,-,9,9,-,9,18,29,-,29,34,-,34,63,-,-,-,-,-,-,-,7,-,7,6,-,6,13,2,-,2,7,-,7,9,14,-,14,20,-,20,34,20,-,20,32,-,32,52,2,-,2,4,-,4,6,23,-,23,20,-,20,43,-,-,-,-,-,-,-,2,-,2,1,-,1,3,9,-,9,5,-,5,14,6,-,6,7,-,7,13,15,-,15,21,-,21,36,10,-,10,13,-,13,23,529
Cortante,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,2,3,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,-,-,-,1,1,-,1,-,-,-,1,1,-,1,-,-,-,1,14
Corto contundente,1,-,1,-,-,-,1,-,-,-,-,-,-,-,7,-,7,9,-,9,16,-,-,-,1,-,1,1,3,-,3,4,-,4,7,3,-,3,3,-,3,6,2,-,2,2,-,2,4,6,-,6,6,-,6,12,-,-,-,-,-,-,-,2,-,2,-,-,-,2,2,-,2,-,-,-,2,3,-,3,6,-,6,9,4,-,4,10,-,10,14,-,-,-,2,-,2,2,2,-,2,-,-,-,2,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,-,-,-,1,-,-,-,2,-,2,2,4,-,4,4,-,4,8,3,-,3,1,-,1,4,94
Corto punzante,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,3
Mecanismo múltiple,3,-,3,-,-,-,3,1,-,1,2,-,2,3,18,-,18,12,-,12,30,1,-,1,-,-,-,1,15,-,15,17,-,17,32,11,-,11,6,-,6,17,4,-,4,6,-,6,10,8,-,8,9,-,9,17,-,-,-,-,-,-,-,1,-,1,3,-,3,4,1,-,1,1,-,1,2,9,-,9,4,-,4,13,14,-,14,8,-,8,22,2,-,2,4,-,4,6,10,-,10,17,-,17,27,-,-,-,-,-,-,-,1,-,1,-,-,-,1,3,-,3,1,-,1,4,4,-,4,7,-,7,11,4,-,4,6,-,6,10,7,-,7,5,-,5,12,225
Proyectil de arma de fuego,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Térmico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,4
Por determinar,4,-,4,2,-,2,6,3,-,3,-,-,-,3,47,-,47,51,-,51,98,2,-,2,2,-,2,4,28,-,28,41,-,41,69,13,-,13,30,-,30,43,6,-,6,1,-,1,7,41,-,41,39,-,39,80,-,-,-,-,-,-,-,4,-,4,10,-,10,14,3,-,3,8,-,8,11,18,-,18,7,-,7,25,32,-,32,31,-,31,63,2,-,2,6,-,6,8,24,-,24,14,-,14,38,-,-,-,-,-,-,-,6,-,6,1,-,1,7,11,-,11,7,-,7,18,8,-,8,9,-,9,17,21,-,21,23,-,23,44,22,-,22,11,-,11,33,588
VIOLENCIA ENTRE OTROS FAMILIARES (VIF),-,10,10,-,35,35,45,-,9,9,-,25,25,34,-,102,102,-,191,191,293,-,9,9,-,16,16,25,-,135,135,-,216,216,351,-,100,100,-,159,159,259,-,35,35,-,30,30,65,-,131,131,-,226,226,357,-,3,3,-,8,8,11,-,14,14,-,26,26,40,-,37,37,-,43,43,80,-,61,61,-,101,101,162,-,91,91,-,160,160,251,-,30,30,-,45,45,75,-,114,114,-,190,190,304,-,-,-,-,1,1,1,-,8,8,-,12,12,20,-,35,35,-,49,49,84,-,46,46,-,58,58,104,-,58,58,-,106,106,164,-,34,34,-,37,37,71,2796
Abrasivo,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,9,9,-,11,11,20,-,1,1,-,1,1,2,-,10,10,-,6,6,16,-,6,6,-,7,7,13,-,2,2,-,2,2,4,-,4,4,-,8,8,12,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,2,2,-,3,3,5,-,5,5,-,4,4,9,-,4,4,-,6,6,10,-,2,2,-,2,2,4,-,10,10,-,12,12,22,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,3,3,-,1,1,4,-,-,-,-,1,1,1,-,2,2,-,5,5,7,-,4,4,-,1,1,5,140
Agentes y mecanismos biológicos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Biodinámico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Contundente,-,1,1,-,15,15,16,-,3,3,-,12,12,15,-,35,35,-,77,77,112,-,4,4,-,8,8,12,-,29,29,-,88,88,117,-,26,26,-,59,59,85,-,11,11,-,13,13,24,-,40,40,-,96,96,136,-,-,-,-,2,2,2,-,5,5,-,10,10,15,-,11,11,-,20,20,31,-,14,14,-,43,43,57,-,32,32,-,65,65,97,-,8,8,-,23,23,31,-,28,28,-,70,70,98,-,-,-,-,1,1,1,-,1,1,-,6,6,7,-,15,15,-,16,16,31,-,14,14,-,24,24,38,-,17,17,-,49,49,66,-,15,15,-,18,18,33,1024
Cortante,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,3,3,5,-,-,-,-,-,-,-,-,6,6,-,2,2,8,-,2,2,-,-,-,2,-,-,-,-,1,1,1,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,2,2,-,1,1,3,-,3,3,-,1,1,4,-,-,-,-,-,-,-,-,4,4,-,2,2,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,1,1,-,1,1,2,44
Corto contundente,-,-,-,-,2,2,2,-,1,1,-,5,5,6,-,8,8,-,9,9,17,-,2,2,-,2,2,4,-,15,15,-,16,16,31,-,14,14,-,10,10,24,-,5,5,-,2,2,7,-,17,17,-,15,15,32,-,-,-,-,1,1,1,-,3,3,-,1,1,4,-,1,1,-,4,4,5,-,8,8,-,6,6,14,-,10,10,-,13,13,23,-,3,3,-,3,3,6,-,16,16,-,14,14,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,9,9,12,-,5,5,-,2,2,7,-,6,6,-,7,7,13,-,3,3,-,3,3,6,244
Corto punzante,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,10,10,-,2,2,12,-,-,-,-,1,1,1,-,2,2,-,-,-,2,-,2,2,-,2,2,4,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,3,3,4,-,2,2,-,1,1,3,-,5,5,-,1,1,6,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,4,4,-,3,3,7,-,2,2,-,1,1,3,52
Mecanismo múltiple,-,5,5,-,11,11,16,-,4,4,-,4,4,8,-,29,29,-,64,64,93,-,2,2,-,3,3,5,-,48,48,-,64,64,112,-,40,40,-,60,60,100,-,11,11,-,9,9,20,-,50,50,-,73,73,123,-,1,1,-,4,4,5,-,2,2,-,11,11,13,-,14,14,-,9,9,23,-,24,24,-,35,35,59,-,28,28,-,49,49,77,-,10,10,-,11,11,21,-,42,42,-,60,60,102,-,-,-,-,-,-,-,-,7,7,-,3,3,10,-,9,9,-,17,17,26,-,20,20,-,21,21,41,-,22,22,-,32,32,54,-,8,8,-,8,8,16,924
Proyectil de arma de fuego,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Punzante,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Térmico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Por determinar,-,1,1,-,7,7,8,-,1,1,-,4,4,5,-,15,15,-,26,26,41,-,-,-,-,2,2,2,-,17,17,-,37,37,54,-,11,11,-,22,22,33,-,4,4,-,3,3,7,-,14,14,-,32,32,46,-,1,1,-,1,1,2,-,2,2,-,3,3,5,-,4,4,-,7,7,11,-,5,5,-,9,9,14,-,11,11,-,24,24,35,-,2,2,-,4,4,6,-,10,10,-,32,32,42,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,3,3,-,6,6,9,-,5,5,-,9,9,14,-,5,5,-,10,10,15,-,1,1,-,5,5,6,357
VIOLENCIA CONTRA EL ADULTO MAYOR (VIF),-,6,6,-,8,8,14,-,4,4,-,7,7,11,-,21,21,-,19,19,40,-,2,2,-,3,3,5,-,25,25,-,19,19,44,-,30,30,-,23,23,53,-,5,5,-,4,4,9,-,19,19,-,31,31,50,-,2,2,-,1,1,3,-,4,4,-,7,7,11,-,8,8,-,8,8,16,-,8,8,-,7,7,15,-,16,16,-,17,17,33,-,5,5,-,-,-,5,-,19,19,-,17,17,36,-,-,-,-,-,-,-,-,1,1,-,5,5,6,-,10,10,-,6,6,16,-,10,10,-,9,9,19,-,18,18,-,18,18,36,-,3,3,-,7,7,10,432
Abrasivo,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,4,4,-,1,1,5,-,1,1,-,1,1,2,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,20
Biodinámico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Contundente,-,2,2,-,5,5,7,-,2,2,-,3,3,5,-,5,5,-,11,11,16,-,1,1,-,2,2,3,-,10,10,-,9,9,19,-,13,13,-,14,14,27,-,1,1,-,1,1,2,-,10,10,-,15,15,25,-,-,-,-,-,-,-,-,2,2,-,5,5,7,-,5,5,-,4,4,9,-,3,3,-,6,6,9,-,6,6,-,5,5,11,-,3,3,-,-,-,3,-,5,5,-,9,9,14,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,4,4,-,2,2,6,-,4,4,-,4,4,8,-,7,7,-,8,8,15,-,1,1,-,5,5,6,195
Cortante,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
