EXÁMENES MÉDICO LEGALES POR PRESUNTO DELITO SEXUAL EN BOGOTÁ D.C AÑO 2020 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
Persona habitante de la calle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1
Persona Recluida en establecimiento de rehabilitación y pabellones psiquiátricos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Personas bajo custodia,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Personas en situación de prostitución,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Ninguno,3,-,3,21,7,28,31,4,1,5,22,14,36,41,52,4,56,285,39,324,380,2,1,3,11,10,21,24,63,-,63,303,36,339,402,42,2,44,179,36,215,259,10,1,11,68,13,81,92,56,4,60,274,44,318,378,1,-,1,5,-,5,6,5,-,5,31,17,48,53,9,2,11,44,13,57,68,13,4,17,124,21,145,162,35,2,37,183,28,211,248,6,-,6,38,5,43,49,46,3,49,213,45,258,307,4,2,6,15,14,29,35,7,-,7,54,9,63,70,18,1,19,81,21,102,121,37,1,38,156,11,167,205,55,14,69,294,52,346,415,3346
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,2,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9
TOTAL,4,-,4,22,7,29,33,5,1,6,24,15,39,45,53,4,57,287,44,331,388,2,1,3,12,10,22,25,66,-,66,315,39,354,420,44,3,47,191,36,227,274,10,1,11,71,15,86,97,58,5,63,283,46,329,392,2,-,2,6,1,7,9,7,-,7,38,17,55,62,10,2,12,46,16,62,74,14,5,19,128,24,152,171,36,3,39,190,32,222,261,6,-,6,42,7,49,55,49,4,53,220,51,271,324,4,2,6,16,15,31,37,7,-,7,55,11,66,73,18,1,19,84,25,109,128,39,2,41,161,13,174,215,61,14,75,303,54,357,432,3515
VARIABLE: PERTENENCIA ÉTNICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6
Negro/Afrodescendiente,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-,-,-,4,-,4,4,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,2,1,3,3,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,2,-,2,3,-,-,-,1,1,2,2,23
Palenquero,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Sin pertenencia étnica,4,-,4,19,6,25,29,5,1,6,22,14,36,42,48,4,52,258,42,300,352,2,1,3,11,10,21,24,57,-,57,294,35,329,386,43,3,46,171,33,204,250,9,1,10,62,13,75,85,51,5,56,252,40,292,348,1,-,1,5,1,6,7,5,-,5,35,13,48,53,10,2,12,41,16,57,69,13,5,18,114,23,137,155,28,3,31,165,29,194,225,6,-,6,38,7,45,51,47,3,50,203,48,251,301,4,2,6,13,12,25,31,5,-,5,46,11,57,62,18,1,19,76,22,98,117,37,1,38,147,12,159,197,54,11,65,266,48,314,379,3163
Sin información,-,-,-,3,1,4,4,-,-,-,1,1,2,2,5,-,5,29,2,31,36,-,-,-,-,-,-,-,9,-,9,20,4,24,33,1,-,1,16,3,19,20,1,-,1,9,1,10,11,7,-,7,27,6,33,40,-,-,-,1,-,1,1,2,-,2,2,4,6,8,-,-,-,4,-,4,4,1,-,1,14,1,15,16,8,-,8,22,2,24,32,-,-,-,3,-,3,3,2,1,3,14,3,17,20,-,-,-,2,3,5,5,2,-,2,9,-,9,11,-,-,-,7,3,10,10,1,1,2,12,1,13,15,7,3,10,36,5,41,51,322
TOTAL,4,-,4,22,7,29,33,5,1,6,24,15,39,45,53,4,57,287,44,331,388,2,1,3,12,10,22,25,66,-,66,315,39,354,420,44,3,47,191,36,227,274,10,1,11,71,15,86,97,58,5,63,283,46,329,392,2,-,2,6,1,7,9,7,-,7,38,17,55,62,10,2,12,46,16,62,74,14,5,19,128,24,152,171,36,3,39,190,32,222,261,6,-,6,42,7,49,55,49,4,53,220,51,271,324,4,2,6,16,15,31,37,7,-,7,55,11,66,73,18,1,19,84,25,109,128,39,2,41,161,13,174,215,61,14,75,303,54,357,432,3515
VARIABLE: PRESUNTO AGRESOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agresor desconocido,-,-,-,-,1,1,1,-,-,-,1,1,2,2,3,-,3,3,3,6,9,-,-,-,2,1,3,3,2,-,2,4,2,6,8,-,-,-,6,1,7,7,1,-,1,2,1,3,4,1,1,2,3,3,6,8,-,-,-,-,-,-,-,1,-,1,4,1,5,6,-,1,1,-,2,2,3,-,-,-,3,1,4,4,1,-,1,5,-,5,6,-,-,-,1,2,3,3,2,-,2,4,3,7,9,1,-,1,2,2,4,5,-,-,-,1,1,2,2,-,-,-,2,2,4,4,-,-,-,10,-,10,10,5,1,6,13,6,19,25,119
Agresor desconocido,-,-,-,-,1,1,1,-,-,-,1,1,2,2,3,-,3,3,3,6,9,-,-,-,2,1,3,3,2,-,2,4,2,6,8,-,-,-,6,1,7,7,1,-,1,2,1,3,4,1,1,2,3,3,6,8,-,-,-,-,-,-,-,1,-,1,4,1,5,6,-,1,1,-,2,2,3,-,-,-,3,1,4,4,1,-,1,5,-,5,6,-,-,-,1,2,3,3,2,-,2,4,3,7,9,1,-,1,2,2,4,5,-,-,-,1,1,2,2,-,-,-,2,2,4,4,-,-,-,10,-,10,10,5,1,6,13,6,19,25,119
Amigo (a),-,-,-,1,1,2,2,1,-,1,2,1,3,4,4,-,4,18,6,24,28,-,1,1,1,4,5,6,4,-,4,18,3,21,25,-,-,-,9,8,17,17,-,-,-,4,-,4,4,6,1,7,17,1,18,25,-,-,-,-,-,-,-,1,-,1,2,1,3,4,-,-,-,2,2,4,4,-,3,3,10,2,12,15,-,1,1,18,5,23,24,-,-,-,4,3,7,7,3,-,3,15,4,19,22,-,1,1,1,3,4,5,-,-,-,7,1,8,8,1,-,1,7,7,14,15,-,-,-,10,2,12,12,-,-,-,7,4,11,11,238
Amigo (a),-,-,-,1,1,2,2,1,-,1,2,1,3,4,4,-,4,18,6,24,28,-,1,1,1,4,5,6,4,-,4,18,3,21,25,-,-,-,9,8,17,17,-,-,-,4,-,4,4,6,1,7,17,1,18,25,-,-,-,-,-,-,-,1,-,1,2,1,3,4,-,-,-,2,2,4,4,-,3,3,10,2,12,15,-,1,1,18,5,23,24,-,-,-,4,3,7,7,3,-,3,15,4,19,22,-,1,1,1,3,4,5,-,-,-,7,1,8,8,1,-,1,7,7,14,15,-,-,-,10,2,12,12,-,-,-,7,4,11,11,238
Conocido,-,-,-,2,-,2,2,2,1,3,4,5,9,12,9,1,10,45,4,49,59,-,-,-,2,2,4,4,11,-,11,49,9,58,69,12,3,15,31,6,37,52,1,1,2,8,4,12,14,5,-,5,60,12,72,77,1,-,1,1,-,1,2,1,-,1,6,5,11,12,1,1,2,11,4,15,17,4,1,5,28,6,34,39,4,-,4,30,3,33,37,1,-,1,5,-,5,6,16,3,19,41,13,54,73,1,1,2,1,8,9,11,1,-,1,13,3,16,17,4,-,4,15,5,20,24,4,1,5,29,2,31,36,12,5,17,46,8,54,71,634
Compañero (a) de celda,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,1,2,-,-,-,2,7
Compañero (a) de estudio ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,1,2,2,-,-,-,2,1,3,3,2,-,2,3,-,3,5,-,-,-,-,-,-,-,-,-,-,4,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,5,-,5,2,-,2,7,30
Compañero (a) de trabajo ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,1,1,2,2,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,1,1,1,14
Conocido sin ningun trato,-,-,-,1,-,1,1,1,-,1,1,2,3,4,2,-,2,25,2,27,29,-,-,-,1,1,2,2,4,-,4,31,4,35,39,7,2,9,15,4,19,28,1,-,1,5,2,7,8,1,-,1,29,9,38,39,-,-,-,1,-,1,1,-,-,-,3,3,6,6,-,-,-,5,1,6,6,-,-,-,15,5,20,20,1,-,1,8,2,10,11,-,-,-,2,-,2,2,3,3,6,25,9,34,40,1,1,2,1,3,4,6,-,-,-,8,2,10,10,3,-,3,6,1,7,10,-,-,-,16,1,17,17,4,3,7,37,6,43,50,329
Empleador,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6
Profesor (a),-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,3,-,3,4,-,1,1,-,1,1,2,-,-,-,4,-,4,4,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,2,-,2,2,2,-,2,2,-,2,4,-,-,-,3,-,3,3,-,-,-,1,-,1,1,11,-,11,1,-,1,12,-,-,-,-,1,1,1,-,-,-,1,-,1,1,-,-,-,2,-,2,2,-,-,-,1,-,1,1,1,-,1,1,1,2,3,45
Vecino,-,-,-,1,-,1,1,1,-,1,2,2,4,5,7,1,8,18,1,19,27,-,-,-,-,-,-,-,7,-,7,15,3,18,25,2,-,2,9,1,10,12,-,-,-,2,-,2,2,4,-,4,21,3,24,28,1,-,1,-,-,-,1,1,-,1,1,1,2,3,-,-,-,2,-,2,2,2,-,2,11,1,12,14,3,-,3,18,-,18,21,1,-,1,2,-,2,3,1,-,1,14,3,17,18,-,-,-,-,4,4,4,1,-,1,4,-,4,5,-,-,-,5,2,7,7,4,-,4,12,1,13,17,1,1,2,6,-,6,8,203
Delincuencia común,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,5
Delincuencia común,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,5
Encargado del cuidado,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,2,-,2,2,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,7
Encargado del cuidado,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,2,-,2,2,-,-,-,1,-,1,1,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,7
Familiar,4,-,4,19,4,23,27,1,-,1,13,1,14,15,33,3,36,184,15,199,235,2,-,2,4,-,4,6,45,-,45,188,13,201,246,23,-,23,110,10,120,143,8,-,8,47,2,49,57,34,2,36,166,13,179,215,-,-,-,3,-,3,3,2,-,2,20,3,23,25,6,-,6,28,2,30,36,10,1,11,61,8,69,80,25,-,25,113,12,125,150,4,-,4,23,2,25,29,20,-,20,125,20,145,165,2,-,2,9,2,11,13,5,-,5,27,2,29,34,10,1,11,44,5,49,60,33,-,33,89,5,94,127,24,3,27,135,10,145,172,1838
Abuelo (a),-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,4,21,-,21,25,-,-,-,-,-,-,-,3,-,3,16,2,18,21,-,-,-,10,1,11,11,1,-,1,2,-,2,3,4,-,4,17,-,17,21,-,-,-,-,-,-,-,-,-,-,3,-,3,3,1,-,1,3,1,4,5,1,-,1,5,-,5,6,3,-,3,13,-,13,16,-,-,-,1,-,1,1,2,-,2,17,1,18,20,1,-,1,2,-,2,3,1,-,1,1,-,1,2,-,-,-,2,1,3,3,3,-,3,8,-,8,11,2,-,2,9,-,9,11,162
Cuñado (a),-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,1,1,2,2,-,-,-,-,-,-,-,-,-,-,2,1,3,3,-,-,-,1,-,1,1,-,-,-,2,-,2,2,-,-,-,3,-,3,3,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,2,1,3,3,-,-,-,4,-,4,4,-,-,-,-,1,1,1,-,-,-,1,2,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,4,4,28
Hermano (a),-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,4,-,4,7,-,-,-,-,-,-,-,4,-,4,6,1,7,11,3,-,3,4,-,4,7,1,-,1,2,-,2,3,3,-,3,3,-,3,6,-,-,-,-,-,-,-,-,-,-,1,1,2,2,-,-,-,-,-,-,-,1,-,1,5,-,5,6,1,-,1,3,1,4,5,-,-,-,2,-,2,2,3,-,3,4,2,6,9,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,2,-,2,3,2,-,2,4,-,4,6,1,-,1,2,1,3,4,72
Hijo (a),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Madrastra                                                                                           ,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,2,3,5
Madre,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,3,-,3,1,-,1,4,1,-,1,2,-,2,3,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,2,4,15
Padrastro,-,-,-,6,-,6,6,-,-,-,5,1,6,6,5,-,5,53,6,59,64,-,-,-,2,-,2,2,5,-,5,67,3,70,75,2,-,2,37,5,42,44,-,-,-,17,-,17,17,6,-,6,47,6,53,59,-,-,-,-,-,-,-,1,-,1,9,2,11,12,2,-,2,10,-,10,12,1,-,1,16,3,19,20,1,-,1,32,2,34,35,2,-,2,5,-,5,7,1,-,1,35,4,39,40,-,-,-,2,-,2,2,-,-,-,6,1,7,7,2,-,2,15,4,19,21,3,-,3,35,3,38,41,4,1,5,30,2,32,37,507
Padre,2,-,2,3,-,3,5,-,-,-,2,-,2,2,11,-,11,40,2,42,53,1,-,1,-,-,-,1,7,-,7,33,-,33,40,5,-,5,26,-,26,31,-,-,-,6,-,6,6,5,-,5,45,2,47,52,-,-,-,-,-,-,-,-,-,-,3,-,3,3,1,-,1,6,-,6,7,2,-,2,13,3,16,18,9,-,9,24,3,27,36,-,-,-,5,-,5,5,9,-,9,24,3,27,36,-,-,-,2,1,3,3,1,-,1,7,-,7,8,1,-,1,11,-,11,12,3,-,3,10,1,11,14,5,-,5,36,2,38,43,375
Primo (a),-,-,-,3,3,6,6,-,-,-,3,-,3,3,5,-,5,15,2,17,22,-,-,-,-,-,-,-,9,-,9,13,1,14,23,4,-,4,5,1,6,10,3,-,3,3,1,4,7,6,-,6,15,1,16,22,-,-,-,-,-,-,-,1,-,1,-,-,-,1,2,-,2,2,-,2,4,2,-,2,9,-,9,11,5,-,5,11,2,13,18,1,-,1,3,-,3,4,4,-,4,9,1,10,14,1,-,1,-,-,-,1,1,-,1,4,1,5,6,2,1,3,5,-,5,8,12,-,12,10,-,10,22,5,2,7,13,-,13,20,202
Sobrino (a),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Suegro (a),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Tío (a),-,-,-,4,-,4,4,-,-,-,1,-,1,1,4,2,6,32,2,34,40,-,-,-,1,-,1,1,11,-,11,27,3,30,41,7,-,7,16,3,19,26,3,-,3,12,-,12,15,6,2,8,21,-,21,29,-,-,-,3,-,3,3,-,-,-,1,-,1,1,-,-,-,6,-,6,6,2,1,3,8,1,9,12,5,-,5,16,1,17,22,-,-,-,3,-,3,3,1,-,1,23,3,26,27,-,-,-,2,-,2,2,1,-,1,3,-,3,4,4,-,4,4,-,4,8,8,-,8,16,-,16,24,1,-,1,23,2,25,26,295
