COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA INTERPERSONAL EN BOGOTÁ D.C AÑO 2021 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Sumapaz,Sumapaz.1,Sumapaz.2,Sumapaz.3,Sumapaz.4,Sumapaz.5,Sumapaz.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
Comunidad LGBT,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,4,4,-,5,5,9,-,4,4,-,-,-,4,-,3,3,1,7,8,11,-,1,1,1,3,4,5,-,5,5,-,2,2,7,-,5,5,-,7,7,12,-,-,-,-,-,-,-,-,5,5,-,1,1,6,-,3,3,1,1,2,5,-,2,2,-,4,4,6,-,4,4,-,3,3,7,-,2,2,-,-,-,2,-,5,5,-,3,3,8,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,3,3,-,2,2,5,-,3,3,-,-,-,3,-,2,2,-,6,6,8,-,8,8,-,3,3,11,113
Conductores de vehículos de servicio público,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,7,7,-,-,-,7,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,6,6,-,-,-,6,-,5,5,-,-,-,5,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,6,6,-,-,-,6,-,4,4,-,-,-,4,47
Defensores de los Derechos Humanos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,7
Funcionarios judiciales,-,2,2,-,1,1,3,-,3,3,-,1,1,4,-,17,17,-,5,5,22,-,7,7,-,1,1,8,-,11,11,-,1,1,12,-,9,9,-,1,1,10,-,23,23,-,5,5,28,-,51,51,-,5,5,56,-,6,6,-,-,-,6,-,30,30,-,1,1,31,-,9,9,-,1,1,10,-,16,16,-,-,-,16,-,14,14,-,3,3,17,-,8,8,-,1,1,9,-,22,22,-,2,2,24,-,-,-,-,-,-,-,-,5,5,-,-,-,5,-,9,9,-,-,-,9,-,13,13,-,-,-,13,-,20,20,-,-,-,20,-,19,19,-,4,4,23,326
Grupos étnicos,-,2,2,-,-,-,2,1,2,3,-,1,1,4,1,8,9,-,4,4,13,-,2,2,-,1,1,3,-,6,6,2,1,3,9,-,5,5,1,4,5,10,-,9,9,-,1,1,10,-,11,11,-,1,1,12,-,-,-,-,-,-,-,1,5,6,-,3,3,9,-,2,2,-,1,1,3,-,4,4,-,2,2,6,-,4,4,-,1,1,5,-,4,4,-,-,-,4,-,7,7,-,-,-,7,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,3,3,4,-,-,-,-,2,2,2,1,6,7,-,3,3,10,4,10,14,-,3,3,17,131
Mujer cabeza de hogar o de familia ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
Persona adicta a una droga natural o sintética,-,13,13,-,4,4,17,-,13,13,-,4,4,17,1,56,57,-,18,18,75,-,19,19,-,3,3,22,1,58,59,1,21,22,81,2,36,38,-,8,8,46,1,21,22,-,2,2,24,1,119,120,-,33,33,153,-,11,11,-,2,2,13,2,17,19,-,9,9,28,-,18,18,-,2,2,20,-,26,26,-,6,6,32,1,25,26,-,15,15,41,-,15,15,-,4,4,19,-,43,43,-,12,12,55,-,-,-,-,1,1,1,-,10,10,-,1,1,11,-,7,7,-,2,2,9,1,37,38,-,3,3,41,1,27,28,-,9,9,37,1,29,30,-,4,4,34,776
Persona en condición de desplazamiento ,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,5,6,-,1,1,7,-,2,2,-,-,-,2,1,16,17,-,10,10,27,-,1,1,-,2,2,3,-,2,2,-,4,4,6,2,5,7,1,2,3,10,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,3,3,-,-,-,3,-,1,1,-,2,2,3,-,2,2,-,-,-,2,-,-,-,-,1,1,1,2,1,3,-,-,-,3,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,2,2,-,2,2,4,-,5,5,-,1,1,6,85
Persona en situación de calle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9,-,-,-,9,-,2,2,-,-,-,2,-,3,3,-,-,-,3,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,13,13,-,-,-,13,-,3,3,-,-,-,3,-,5,5,-,1,1,6,-,4,4,-,-,-,4,-,2,2,-,-,-,2,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8,-,1,1,9,61
Persona en situación de prostitución,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Persona recluida en establecimiento de rehabilitación y pabellones psiquiátricos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,2,-,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,1,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
Personas bajo custodia,-,7,7,-,-,-,7,-,9,9,-,11,11,20,1,21,22,-,1,1,23,-,9,9,-,-,-,9,2,14,16,-,3,3,19,-,7,7,-,2,2,9,-,12,12,-,3,3,15,1,42,43,-,9,9,52,-,5,5,-,2,2,7,-,30,30,-,2,2,32,2,17,19,-,4,4,23,1,11,12,-,1,1,13,-,13,13,-,4,4,17,-,10,10,-,1,1,11,1,18,19,-,3,3,22,-,-,-,-,-,-,-,-,10,10,-,-,-,10,-,7,7,-,-,-,7,-,9,9,-,2,2,11,-,24,24,-,-,-,24,2,24,26,-,3,3,29,360
Personas mayores en hogares de cuidado,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Personas que ejercen actividades de periodismo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,7
Personas que ejercen actividades políticas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,6
Personas que ejercen actividades relacionadas con la salud en zonas de conflicto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Tribus urbanas,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
Ninguno ,14,171,185,7,69,76,261,8,215,223,4,84,88,311,75,953,1028,48,461,509,1537,14,248,262,6,118,124,386,58,785,843,45,409,454,1297,33,726,759,20,342,362,1121,23,447,470,7,171,178,648,87,1631,1718,41,695,736,2454,3,121,124,2,44,46,170,9,461,470,11,157,168,638,15,372,387,10,128,138,525,44,426,470,25,267,292,762,59,575,634,22,282,304,938,8,235,243,11,120,131,374,59,890,949,26,397,423,1372,-,-,-,-,1,1,1,3,200,203,6,75,81,284,20,254,274,12,125,137,411,26,462,488,17,164,181,669,64,574,638,37,297,334,972,135,1449,1584,28,306,334,1918,17049
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,3
TOTAL,14,196,210,7,74,81,291,9,246,255,4,102,106,361,79,1076,1155,48,497,545,1700,14,298,312,6,124,130,442,62,905,967,49,454,503,1470,35,788,823,22,362,384,1207,26,525,551,7,189,196,747,91,1886,1977,42,753,795,2772,3,147,150,2,48,50,200,12,557,569,11,175,186,755,17,434,451,12,138,150,601,46,494,540,25,282,307,847,60,644,704,22,312,334,1038,8,275,283,11,127,138,421,63,994,1057,26,421,447,1504,-,-,-,-,2,2,2,3,228,231,6,78,84,315,20,284,304,12,132,144,448,27,526,553,17,171,188,741,66,662,728,37,318,355,1083,142,1558,1700,28,326,354,2054,18999
VARIABLE: TIPO DE DISCAPACIDAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auditiva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,3
Mental,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Siquica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1
Visual,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Discapacidad múltiple,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Ninguna,14,196,210,7,74,81,291,9,246,255,4,102,106,361,79,1075,1154,48,497,545,1699,14,298,312,6,124,130,442,62,905,967,49,454,503,1470,35,788,823,22,362,384,1207,26,525,551,7,189,196,747,90,1886,1976,41,753,794,2770,3,147,150,2,48,50,200,12,557,569,11,175,186,755,17,434,451,12,138,150,601,46,494,540,25,282,307,847,60,644,704,22,312,334,1038,8,275,283,11,127,138,421,63,993,1056,26,421,447,1503,-,-,-,-,2,2,2,3,228,231,6,78,84,315,20,284,304,12,132,144,448,27,526,553,17,171,188,741,66,662,728,37,318,355,1083,142,1557,1699,28,324,352,2051,18992
TOTAL,14,196,210,7,74,81,291,9,246,255,4,102,106,361,79,1076,1155,48,497,545,1700,14,298,312,6,124,130,442,62,905,967,49,454,503,1470,35,788,823,22,362,384,1207,26,525,551,7,189,196,747,91,1886,1977,42,753,795,2772,3,147,150,2,48,50,200,12,557,569,11,175,186,755,17,434,451,12,138,150,601,46,494,540,25,282,307,847,60,644,704,22,312,334,1038,8,275,283,11,127,138,421,63,994,1057,26,421,447,1504,-,-,-,-,2,2,2,3,228,231,6,78,84,315,20,284,304,12,132,144,448,27,526,553,17,171,188,741,66,662,728,37,318,355,1083,142,1558,1700,28,326,354,2054,18999
VARIABLE: PERTENENCIA ÉTNICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,1,1,1,8
Negro/Afrodescendiente,-,3,3,-,-,-,3,-,2,2,-,-,-,2,1,5,6,-,3,3,9,-,3,3,-,1,1,4,-,7,7,2,1,3,10,-,5,5,1,6,7,12,-,4,4,-,1,1,5,-,8,8,-,1,1,9,-,-,-,-,-,-,-,1,5,6,-,3,3,9,-,2,2,-,1,1,3,1,3,4,-,2,2,6,-,4,4,-,1,1,5,-,5,5,-,-,-,5,-,4,4,-,-,-,4,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,1,1,-,1,1,2,-,-,-,-,2,2,2,1,5,6,-,1,1,7,4,10,14,-,2,2,16,115
Palenquero,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Raizal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,3
Rom (Gitano),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Sin Pertenencia Étnica,12,162,174,7,63,70,244,6,199,205,4,96,100,305,69,950,1019,46,441,487,1506,11,257,268,6,108,114,382,54,785,839,47,409,456,1295,29,698,727,20,315,335,1062,22,442,464,6,147,153,617,84,1663,1747,34,685,719,2466,3,118,121,2,39,41,162,10,474,484,10,159,169,653,14,384,398,12,122,134,532,40,412,452,24,254,278,730,50,555,605,20,279,299,904,6,231,237,11,112,123,360,57,850,907,24,365,389,1296,-,-,-,-,2,2,2,2,197,199,6,68,74,273,19,252,271,10,106,116,387,23,453,476,17,146,163,639,50,575,625,32,286,318,943,114,1293,1407,22,278,300,1707,16465
Sin Información,2,31,33,-,11,11,44,3,45,48,-,6,6,54,9,121,130,2,52,54,184,3,38,41,-,15,15,56,8,113,121,-,43,43,164,6,85,91,1,41,42,133,4,76,80,1,41,42,122,7,212,219,8,67,75,294,-,29,29,-,9,9,38,1,77,78,1,13,14,92,3,48,51,-,15,15,66,5,79,84,1,25,26,110,10,85,95,2,32,34,129,2,39,41,-,15,15,56,6,139,145,2,56,58,203,-,-,-,-,-,-,-,1,29,30,-,10,10,40,1,31,32,2,24,26,58,4,73,77,-,23,23,100,15,81,96,5,30,35,131,24,254,278,6,45,51,329,2403
TOTAL,14,196,210,7,74,81,291,9,246,255,4,102,106,361,79,1076,1155,48,497,545,1700,14,298,312,6,124,130,442,62,905,967,49,454,503,1470,35,788,823,22,362,384,1207,26,525,551,7,189,196,747,91,1886,1977,42,753,795,2772,3,147,150,2,48,50,200,12,557,569,11,175,186,755,17,434,451,12,138,150,601,46,494,540,25,282,307,847,60,644,704,22,312,334,1038,8,275,283,11,127,138,421,63,994,1057,26,421,447,1504,-,-,-,-,2,2,2,3,228,231,6,78,84,315,20,284,304,12,132,144,448,27,526,553,17,171,188,741,66,662,728,37,318,355,1083,142,1558,1700,28,326,354,2054,18999
VARIABLE: PRESUNTO AGRESOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agresor desconocido,4,20,24,1,7,8,32,1,14,15,-,2,2,17,8,89,97,5,26,31,128,2,21,23,2,3,5,28,5,42,47,2,10,12,59,7,54,61,2,12,14,75,6,28,34,-,2,2,36,18,172,190,4,38,42,232,1,9,10,-,5,5,15,4,37,41,2,10,12,53,2,30,32,-,4,4,36,8,31,39,2,7,9,48,13,36,49,2,2,4,53,-,12,12,2,1,3,15,14,50,64,3,15,18,82,-,-,-,-,-,-,-,2,15,17,-,6,6,23,3,22,25,1,5,6,31,6,36,42,2,8,10,52,13,34,47,2,5,7,54,31,105,136,2,21,23,159,1228
Agresor desconocido,4,20,24,1,7,8,32,1,14,15,-,2,2,17,8,89,97,5,26,31,128,2,21,23,2,3,5,28,5,42,47,2,10,12,59,7,54,61,2,12,14,75,6,28,34,-,2,2,36,18,172,190,4,38,42,232,1,9,10,-,5,5,15,4,37,41,2,10,12,53,2,30,32,-,4,4,36,8,31,39,2,7,9,48,13,36,49,2,2,4,53,-,12,12,2,1,3,15,14,50,64,3,15,18,82,-,-,-,-,-,-,-,2,15,17,-,6,6,23,3,22,25,1,5,6,31,6,36,42,2,8,10,52,13,34,47,2,5,7,54,31,105,136,2,21,23,159,1228
Amigo (a),-,8,8,-,2,2,10,-,5,5,-,5,5,10,6,30,36,4,17,21,57,1,12,13,-,5,5,18,3,30,33,2,15,17,50,-,38,38,2,12,14,52,-,13,13,1,3,4,17,3,57,60,2,38,40,100,-,2,2,-,6,6,8,-,16,16,-,10,10,26,1,13,14,2,4,6,20,2,10,12,2,13,15,27,3,22,25,2,12,14,39,-,5,5,-,4,4,9,3,30,33,-,22,22,55,-,-,-,-,-,-,-,-,4,4,2,2,4,8,1,10,11,2,8,10,21,-,24,24,2,8,10,34,1,15,16,2,15,17,33,4,24,28,3,12,15,43,637
Amigo (a),-,8,8,-,2,2,10,-,5,5,-,5,5,10,6,30,36,4,17,21,57,1,12,13,-,5,5,18,3,30,33,2,15,17,50,-,38,38,2,12,14,52,-,13,13,1,3,4,17,3,57,60,2,38,40,100,-,2,2,-,6,6,8,-,16,16,-,10,10,26,1,13,14,2,4,6,20,2,10,12,2,13,15,27,3,22,25,2,12,14,39,-,5,5,-,4,4,9,3,30,33,-,22,22,55,-,-,-,-,-,-,-,-,4,4,2,2,4,8,1,10,11,2,8,10,21,-,24,24,2,8,10,34,1,15,16,2,15,17,33,4,24,28,3,12,15,43,637
