Departamento,Municipio,CÓDIGOS DIVIPOLA,SEXO,VARIABLE / MAYOR DE EDAD (> 18 AÑOS) O MENOR DE EDAD (< 18 AÑOS),00:00 a 02:59,03:00 a 05:59,06:00 a 08:59,09:00 a 11:59,12:00 a 14:59,15:00 a 17:59,18:00 a 20:59,21:00 a 23:59,Sin información,TOTAL
Chocó , Nóvita,27491.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Nóvita,27491.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 2 , 2 
Chocó , Nóvita,27491.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 2 , 2 
Chocó , Nóvita,27491.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Nóvita,27491.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Nóvita,27491.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Nóvita,27491.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Nóvita,27491.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Nóvita,27491.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Nóvita,27491.0,TOTAL,, - , - , - , - , - , - , - , - , 2 , 2 
Chocó , Nuquí,27495.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Nuquí,27495.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Nuquí,27495.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Nuquí,27495.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Nuquí,27495.0,Mujer,Mayores de Edad (>18 años), 1 , - , - , - , - , - , - , - , - , 1 
Chocó , Nuquí,27495.0,MUJER,TOTAL, 1 , - , - , - , - , - , - , - , - , 1 
Chocó , Nuquí,27495.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Nuquí,27495.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Nuquí,27495.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Nuquí,27495.0,TOTAL,, 1 , - , - , - , - , - , - , - , - , 1 
Chocó , Quibdó,27001.0,Hombre,Menores de Edad (<18 años), - , - , - , 2 , - , 1 , - , 1 , 7 , 11 
Chocó , Quibdó,27001.0,Hombre,Mayores de Edad (>18 años), 6 , 2 , 8 , 6 , 12 , 13 , 16 , 13 , 60 , 136 
Chocó , Quibdó,27001.0,HOMBRE,TOTAL, 6 , 2 , 8 , 8 , 12 , 14 , 16 , 14 , 67 , 147 
Chocó , Quibdó,27001.0,Mujer,Menores de Edad (<18 años), 2 , - , - , - , - , - , - , 1 , - , 3 
Chocó , Quibdó,27001.0,Mujer,Mayores de Edad (>18 años), - , - , 1 , - , 1 , - , - , - , 2 , 4 
Chocó , Quibdó,27001.0,MUJER,TOTAL, 2 , - , 1 , - , 1 , - , - , 1 , 2 , 7 
Chocó , Quibdó,27001.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Quibdó,27001.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Quibdó,27001.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Quibdó,27001.0,TOTAL,, 8 , 2 , 9 , 8 , 13 , 14 , 16 , 15 , 69 , 154 
Chocó , Río Quito,27600.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Río Quito,27600.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , - , 1 
Chocó , Río Quito,27600.0,HOMBRE,TOTAL, - , - , - , - , - , - , 1 , - , - , 1 
Chocó , Río Quito,27600.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Río Quito,27600.0,Mujer,Mayores de Edad (>18 años), 1 , - , - , - , - , - , - , - , 2 , 3 
Chocó , Río Quito,27600.0,MUJER,TOTAL, 1 , - , - , - , - , - , - , - , 2 , 3 
Chocó , Río Quito,27600.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Río Quito,27600.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Río Quito,27600.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Río Quito,27600.0,TOTAL,, 1 , - , - , - , - , - , 1 , - , 2 , 4 
Chocó , Riosucio,27615.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Riosucio,27615.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , 1 , - , 1 , - , 4 , 6 
Chocó , Riosucio,27615.0,HOMBRE,TOTAL, - , - , - , - , 1 , - , 1 , - , 4 , 6 
Chocó , Riosucio,27615.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Riosucio,27615.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Riosucio,27615.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Riosucio,27615.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Riosucio,27615.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Riosucio,27615.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Riosucio,27615.0,TOTAL,, - , - , - , - , 1 , - , 1 , - , 4 , 6 
Chocó , San José del Palmar,27660.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , San José del Palmar,27660.0,Hombre,Mayores de Edad (>18 años), - , 1 , - , 1 , - , - , 1 , - , - , 3 
Chocó , San José del Palmar,27660.0,HOMBRE,TOTAL, - , 1 , - , 1 , - , - , 1 , - , - , 3 
Chocó , San José del Palmar,27660.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , San José del Palmar,27660.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , San José del Palmar,27660.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , San José del Palmar,27660.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , San José del Palmar,27660.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , San José del Palmar,27660.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , San José del Palmar,27660.0,TOTAL,, - , 1 , - , 1 , - , - , 1 , - , - , 3 
Chocó , Unguía,27800.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Unguía,27800.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , 1 , - , - , - , 1 
Chocó , Unguía,27800.0,HOMBRE,TOTAL, - , - , - , - , - , 1 , - , - , - , 1 
Chocó , Unguía,27800.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Unguía,27800.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Unguía,27800.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Unguía,27800.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Unguía,27800.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Unguía,27800.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Unguía,27800.0,TOTAL,, - , - , - , - , - , 1 , - , - , - , 1 
Chocó , Unión Panamericana,27810.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Unión Panamericana,27810.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , 1 , - , - , - , 1 
Chocó , Unión Panamericana,27810.0,HOMBRE,TOTAL, - , - , - , - , - , 1 , - , - , - , 1 
Chocó , Unión Panamericana,27810.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Unión Panamericana,27810.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Unión Panamericana,27810.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Unión Panamericana,27810.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Unión Panamericana,27810.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Chocó , Unión Panamericana,27810.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Chocó , Unión Panamericana,27810.0,TOTAL,, - , - , - , - , - , 1 , - , - , - , 1 
Córdoba , Canalete,23090.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Canalete,23090.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Canalete,23090.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Canalete,23090.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Canalete,23090.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Canalete,23090.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Canalete,23090.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Canalete,23090.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Canalete,23090.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Canalete,23090.0,TOTAL,, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Cereté,23162.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Cereté,23162.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , 2 , 3 
Córdoba , Cereté,23162.0,HOMBRE,TOTAL, - , - , - , - , - , - , 1 , - , 2 , 3 
Córdoba , Cereté,23162.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Cereté,23162.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Cereté,23162.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Cereté,23162.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Cereté,23162.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Cereté,23162.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Cereté,23162.0,TOTAL,, - , - , - , - , - , - , 1 , - , 3 , 4 
Córdoba , Chimá,23168.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Chimá,23168.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Chimá,23168.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Chimá,23168.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Chimá,23168.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Chimá,23168.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Chimá,23168.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Chimá,23168.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Chimá,23168.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Chimá,23168.0,TOTAL,, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Chinú,23182.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Chinú,23182.0,Hombre,Mayores de Edad (>18 años), - , - , - , 1 , - , - , - , - , 3 , 4 
Córdoba , Chinú,23182.0,HOMBRE,TOTAL, - , - , - , 1 , - , - , - , - , 3 , 4 
Córdoba , Chinú,23182.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Chinú,23182.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Chinú,23182.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Chinú,23182.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Chinú,23182.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Chinú,23182.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Chinú,23182.0,TOTAL,, - , - , - , 1 , - , - , - , - , 3 , 4 
Córdoba , Cotorra,23300.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Cotorra,23300.0,Hombre,Mayores de Edad (>18 años), - , - , 1 , - , 1 , - , - , - , 3 , 5 
Córdoba , Cotorra,23300.0,HOMBRE,TOTAL, - , - , 1 , - , 1 , - , - , - , 4 , 6 
Córdoba , Cotorra,23300.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Cotorra,23300.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Cotorra,23300.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Cotorra,23300.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Cotorra,23300.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Cotorra,23300.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Cotorra,23300.0,TOTAL,, - , - , 1 , - , 1 , - , - , - , 4 , 6 
Córdoba , La Apartada,23350.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , La Apartada,23350.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , - , 1 , - , 1 , - , 1 , 4 
Córdoba , La Apartada,23350.0,HOMBRE,TOTAL, 1 , - , - , - , 1 , - , 1 , - , 1 , 4 
Córdoba , La Apartada,23350.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , La Apartada,23350.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , La Apartada,23350.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , La Apartada,23350.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , La Apartada,23350.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , La Apartada,23350.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , La Apartada,23350.0,TOTAL,, 1 , - , - , - , 1 , - , 1 , - , 1 , 4 
Córdoba , Lorica,23417.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Lorica,23417.0,Hombre,Mayores de Edad (>18 años), - , - , - , 1 , - , 1 , - , 1 , 9 , 12 
Córdoba , Lorica,23417.0,HOMBRE,TOTAL, - , - , - , 1 , - , 1 , - , 1 , 9 , 12 
Córdoba , Lorica,23417.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Lorica,23417.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Lorica,23417.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Lorica,23417.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Lorica,23417.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Lorica,23417.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Lorica,23417.0,TOTAL,, - , - , - , 1 , - , 1 , - , 1 , 10 , 13 
Córdoba , Los Córdobas,23419.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Los Córdobas,23419.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 3 , 3 
Córdoba , Los Córdobas,23419.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 3 , 3 
Córdoba , Los Córdobas,23419.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Los Córdobas,23419.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , - , - , 1 
Córdoba , Los Córdobas,23419.0,MUJER,TOTAL, - , - , - , - , - , - , 1 , - , - , 1 
Córdoba , Los Córdobas,23419.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Los Córdobas,23419.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Los Córdobas,23419.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Los Córdobas,23419.0,TOTAL,, - , - , - , - , - , - , 1 , - , 3 , 4 
Córdoba , Momil,23464.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Momil,23464.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , 1 , - , - , 1 , 2 , 4 
Córdoba , Momil,23464.0,HOMBRE,TOTAL, - , - , - , - , 1 , - , - , 1 , 2 , 4 
Córdoba , Momil,23464.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Momil,23464.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Momil,23464.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Momil,23464.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Momil,23464.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Momil,23464.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Momil,23464.0,TOTAL,, - , - , - , - , 1 , - , - , 1 , 2 , 4 
Córdoba , Montelíbano,23466.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Montelíbano,23466.0,Hombre,Mayores de Edad (>18 años), 2 , 1 , 1 , 2 , 4 , 2 , 16 , 4 , 14 , 46 
Córdoba , Montelíbano,23466.0,HOMBRE,TOTAL, 2 , 1 , 1 , 2 , 4 , 2 , 16 , 4 , 14 , 46 
Córdoba , Montelíbano,23466.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , 1 , - , - , - , 1 
Córdoba , Montelíbano,23466.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , 1 , 1 , - , - , 2 
Córdoba , Montelíbano,23466.0,MUJER,TOTAL, - , - , - , - , - , 2 , 1 , - , - , 3 
Córdoba , Montelíbano,23466.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Montelíbano,23466.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Montelíbano,23466.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Montelíbano,23466.0,TOTAL,, 2 , 1 , 1 , 2 , 4 , 4 , 17 , 4 , 14 , 49 
Córdoba , Montería,23001.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Montería,23001.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , - , 2 , - , 3 , 1 , 60 , 67 
Córdoba , Montería,23001.0,HOMBRE,TOTAL, 1 , - , - , - , 2 , - , 3 , 1 , 61 , 68 
Córdoba , Montería,23001.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Montería,23001.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , 1 , 1 , 5 , 7 
Córdoba , Montería,23001.0,MUJER,TOTAL, - , - , - , - , - , - , 1 , 1 , 5 , 7 
Córdoba , Montería,23001.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Montería,23001.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Montería,23001.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Montería,23001.0,TOTAL,, 1 , - , - , - , 2 , - , 4 , 2 , 66 , 75 
Córdoba , Moñitos,23500.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Moñitos,23500.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 2 , 2 
Córdoba , Moñitos,23500.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 2 , 2 
Córdoba , Moñitos,23500.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Moñitos,23500.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Moñitos,23500.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Moñitos,23500.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Moñitos,23500.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Moñitos,23500.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Moñitos,23500.0,TOTAL,, - , - , - , - , - , - , - , - , 2 , 2 
Córdoba , Planeta Rica,23555.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Planeta Rica,23555.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 2 , 2 
Córdoba , Planeta Rica,23555.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 2 , 2 
Córdoba , Planeta Rica,23555.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Planeta Rica,23555.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Planeta Rica,23555.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Planeta Rica,23555.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Planeta Rica,23555.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Planeta Rica,23555.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Planeta Rica,23555.0,TOTAL,, - , - , - , - , - , - , - , - , 2 , 2 
Córdoba , Pueblo Nuevo,23570.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Pueblo Nuevo,23570.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Pueblo Nuevo,23570.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Pueblo Nuevo,23570.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Pueblo Nuevo,23570.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Pueblo Nuevo,23570.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Pueblo Nuevo,23570.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Pueblo Nuevo,23570.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Pueblo Nuevo,23570.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Pueblo Nuevo,23570.0,TOTAL,, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Puerto Escondido,23574.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Escondido,23574.0,Hombre,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Puerto Escondido,23574.0,HOMBRE,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Puerto Escondido,23574.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Escondido,23574.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Escondido,23574.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Escondido,23574.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Escondido,23574.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Escondido,23574.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Escondido,23574.0,TOTAL,, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Puerto Libertador,23580.0,Hombre,Menores de Edad (<18 años), - , - , - , 1 , - , - , - , - , - , 1 
Córdoba , Puerto Libertador,23580.0,Hombre,Mayores de Edad (>18 años), - , - , - , 1 , 2 , - , - , - , 15 , 18 
Córdoba , Puerto Libertador,23580.0,HOMBRE,TOTAL, - , - , - , 2 , 2 , - , - , - , 15 , 19 
Córdoba , Puerto Libertador,23580.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Libertador,23580.0,Mujer,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Puerto Libertador,23580.0,MUJER,TOTAL, - , - , - , - , - , - , - , - , 1 , 1 
Córdoba , Puerto Libertador,23580.0,Indeterminado,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Libertador,23580.0,Indeterminado,Mayores de Edad (>18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Libertador,23580.0,INDETERMINADO,TOTAL, - , - , - , - , - , - , - , - , - , - 
Córdoba , Puerto Libertador,23580.0,TOTAL,, - , - , - , 2 , 2 , - , - , - , 16 , 20 
Córdoba , Purísima de la Concepción,23586.0,Hombre,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
Córdoba , Purísima de la Concepción,23586.0,Hombre,Mayores de Edad (>18 años), 1 , - , - , - , - , - , - , - , - , 1 
Córdoba , Purísima de la Concepción,23586.0,HOMBRE,TOTAL, 1 , - , - , - , - , - , - , - , - , 1 
Córdoba , Purísima de la Concepción,23586.0,Mujer,Menores de Edad (<18 años), - , - , - , - , - , - , - , - , - , - 
