VIOLENCIA INTERPERSONAL EN BOGOTÁ D.C AÑO 2020 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Sumapaz,Sumapaz.1,Sumapaz.2,Sumapaz.3,Sumapaz.4,Sumapaz.5,Sumapaz.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
Defensores de los Derechos Humanos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
Funcionarios judiciales,-,2,2,-,3,3,5,-,5,5,-,-,-,5,-,22,22,-,4,4,26,-,7,7,-,-,-,7,-,17,17,-,1,1,18,-,29,29,-,1,1,30,-,18,18,-,6,6,24,-,37,37,-,4,4,41,-,4,4,-,-,-,4,-,5,5,-,2,2,7,-,11,11,-,-,-,11,-,9,9,-,4,4,13,-,20,20,-,1,1,21,-,4,4,-,-,-,4,-,33,33,-,4,4,37,-,-,-,-,-,-,-,-,3,3,-,3,3,6,-,4,4,-,-,-,4,-,10,10,-,-,-,10,-,16,16,-,3,3,19,-,25,25,-,3,3,28,320
Grupos étnicos,-,-,-,-,1,1,1,-,2,2,-,1,1,3,-,2,2,-,2,2,4,-,1,1,-,-,-,1,1,3,4,-,2,2,6,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,11,11,-,2,2,13,-,-,-,-,-,-,-,-,3,3,-,1,1,4,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,1,1,-,-,-,1,1,5,6,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,2,-,4,4,-,-,-,4,-,2,2,-,2,2,4,1,4,5,-,1,1,6,62
Mujer cabeza de hogar o de familia ,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,11
Persona adicta a una droga natural o sintética,-,7,7,-,1,1,8,-,5,5,-,1,1,6,-,41,41,1,16,17,58,-,8,8,-,4,4,12,2,45,47,-,13,13,60,-,33,33,-,9,9,42,-,23,23,-,4,4,27,-,56,56,-,18,18,74,-,8,8,1,1,2,10,-,21,21,-,2,2,23,-,15,15,-,4,4,19,1,28,29,2,9,11,40,-,30,30,-,10,10,40,1,18,19,-,-,-,19,1,39,40,-,8,8,48,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,6,6,-,2,2,8,-,17,17,-,2,2,19,-,18,18,-,7,7,25,2,21,23,-,3,3,26,567
Persona en condición de desplazamiento ,-,1,1,-,-,-,1,-,3,3,-,-,-,3,-,6,6,-,5,5,11,-,1,1,-,-,-,1,-,10,10,1,3,4,14,-,7,7,-,-,-,7,-,4,4,-,-,-,4,1,15,16,-,7,7,23,-,-,-,-,-,-,-,1,10,11,-,-,-,11,-,4,4,-,2,2,6,1,5,6,-,2,2,8,2,7,9,-,3,3,12,-,4,4,-,-,-,4,2,14,16,-,7,7,23,-,-,-,-,-,-,-,-,3,3,-,-,-,3,1,5,6,-,1,1,7,-,9,9,-,1,1,10,1,9,10,-,4,4,14,2,13,15,-,1,1,16,178
Persona habitante de la calle,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,3,3,-,-,-,3,-,5,5,-,-,-,5,-,1,1,-,-,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,6,6,-,-,-,6,-,1,1,-,1,1,2,-,3,3,-,-,-,3,-,3,3,-,-,-,3,-,2,2,-,-,-,2,-,4,4,-,1,1,5,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,-,-,-,-,2,2,-,-,-,2,1,-,1,-,-,-,1,-,3,3,-,-,-,3,44
Persona Recluida en establecimiento de rehabilitación y pabellones psiquiátricos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,1,-,1,-,-,-,1,1,-,1,-,-,-,1,-,1,1,-,-,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,2,5,1,6,-,-,-,6,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,2,20
Personas bajo custodia,-,6,6,-,-,-,6,-,20,20,-,13,13,33,1,12,13,-,2,2,15,-,9,9,-,1,1,10,5,38,43,-,2,2,45,-,98,98,-,13,13,111,-,39,39,-,5,5,44,1,40,41,1,6,7,48,-,3,3,-,-,-,3,3,15,18,-,2,2,20,3,11,14,-,2,2,16,-,21,21,-,1,1,22,-,19,19,-,3,3,22,-,4,4,-,1,1,5,-,20,20,-,-,-,20,-,-,-,-,-,-,-,-,7,7,-,-,-,7,-,10,10,-,2,2,12,-,4,4,-,-,-,4,-,15,15,-,5,5,20,5,29,34,2,6,8,42,505
Personas en situación de prostitución,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
Personas que ejercen actividades de periodismo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Personas que ejercen actividades gremiales o sindicales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Personas que ejercen actividades políticas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Personas que ejercen actividades relacionadas con la salud en zonas de conflicto,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Tribus urbanas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Ninguno,15,143,158,5,68,73,231,4,178,182,6,87,93,275,61,699,760,43,403,446,1206,5,250,255,2,101,103,358,80,727,807,62,393,455,1262,36,684,720,18,289,307,1027,28,374,402,11,137,148,550,73,1315,1388,43,603,646,2034,-,105,105,-,33,33,138,16,355,371,9,133,142,513,33,348,381,8,131,139,520,34,459,493,19,232,251,744,74,530,604,37,268,305,909,17,269,286,7,94,101,387,58,809,867,31,378,409,1276,-,2,2,-,-,-,2,16,186,202,2,58,60,262,44,281,325,9,119,128,453,16,348,364,6,159,165,529,48,414,462,42,275,317,779,129,1120,1249,42,240,282,1531,14986
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
TOTAL,15,159,174,5,73,78,252,4,216,220,6,106,112,332,63,788,851,44,437,481,1332,6,284,290,2,107,109,399,90,853,943,63,418,481,1424,36,866,902,18,315,333,1235,29,463,492,11,154,165,657,75,1494,1569,44,650,694,2263,-,122,122,1,36,37,159,22,420,442,9,143,152,594,41,396,437,8,141,149,586,36,530,566,21,250,271,837,78,619,697,38,290,328,1025,18,309,327,7,97,104,431,62,929,991,31,402,433,1424,-,2,2,-,-,-,2,16,206,222,2,63,65,287,48,308,356,9,126,135,491,16,398,414,6,164,170,584,50,478,528,42,297,339,867,140,1219,1359,44,256,300,1659,16840
VARIABLE: PERTENENCIA ÉTNICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indígena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,8
Negro/Afrodescendiente,-,-,-,-,-,-,-,-,4,4,-,-,-,4,-,5,5,-,2,2,7,-,1,1,-,-,-,1,1,8,9,-,-,-,9,-,8,8,-,-,-,8,-,2,2,-,-,-,2,-,8,8,-,2,2,10,-,-,-,-,-,-,-,-,7,7,-,-,-,7,-,2,2,-,2,2,4,-,2,2,-,1,1,3,2,6,8,-,3,3,11,-,5,5,-,-,-,5,2,10,12,-,7,7,19,-,-,-,-,-,-,-,-,4,4,-,-,-,4,1,2,3,-,1,1,4,-,6,6,-,-,-,6,1,6,7,-,1,1,8,2,16,18,-,-,-,18,130
Palenquero,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
Raizal,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
ROM (Gitano),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,2
Sin pertenencia étnica,10,136,146,4,64,68,214,4,192,196,6,101,107,303,54,678,732,39,379,418,1150,5,251,256,2,95,97,353,75,772,847,55,383,438,1285,28,730,758,18,270,288,1046,24,409,433,10,138,148,581,72,1303,1375,39,582,621,1996,-,111,111,1,35,36,147,21,370,391,6,128,134,525,35,341,376,7,129,136,512,31,458,489,20,227,247,736,68,536,604,35,260,295,899,15,267,282,7,90,97,379,54,797,851,28,339,367,1218,-,2,2,-,-,-,2,15,174,189,2,60,62,251,42,265,307,7,109,116,423,14,349,363,5,133,138,501,43,416,459,37,263,300,759,107,1041,1148,34,215,249,1397,14677
Sin información,5,22,27,1,9,10,37,-,20,20,-,5,5,25,9,104,113,5,56,61,174,1,32,33,-,12,12,45,14,72,86,8,34,42,128,8,128,136,-,45,45,181,5,52,57,1,16,17,74,3,183,186,5,63,68,254,-,11,11,-,1,1,12,-,42,42,3,14,17,59,6,52,58,1,10,11,69,5,70,75,1,22,23,98,8,77,85,3,27,30,115,3,37,40,-,7,7,47,6,122,128,3,56,59,187,-,-,-,-,-,-,-,1,28,29,-,3,3,32,5,41,46,2,16,18,64,2,43,45,1,30,31,76,6,55,61,5,32,37,98,31,161,192,10,41,51,243,2018
TOTAL,15,159,174,5,73,78,252,4,216,220,6,106,112,332,63,788,851,44,437,481,1332,6,284,290,2,107,109,399,90,853,943,63,418,481,1424,36,866,902,18,315,333,1235,29,463,492,11,154,165,657,75,1494,1569,44,650,694,2263,-,122,122,1,36,37,159,22,420,442,9,143,152,594,41,396,437,8,141,149,586,36,530,566,21,250,271,837,78,619,697,38,290,328,1025,18,309,327,7,97,104,431,62,929,991,31,402,433,1424,-,2,2,-,-,-,2,16,206,222,2,63,65,287,48,308,356,9,126,135,491,16,398,414,6,164,170,584,50,478,528,42,297,339,867,140,1219,1359,44,256,300,1659,16840
VARIABLE: PRESUNTO AGRESOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agresor desconocido,2,18,20,-,3,3,23,2,10,12,1,4,5,17,8,53,61,3,9,12,73,1,25,26,-,3,3,29,17,39,56,2,11,13,69,11,58,69,3,16,19,88,9,26,35,-,3,3,38,15,116,131,3,16,19,150,-,12,12,-,1,1,13,1,33,34,2,3,5,39,1,31,32,1,4,5,37,6,42,48,1,11,12,60,16,36,52,2,10,12,64,1,14,15,-,3,3,18,15,51,66,4,12,16,82,-,-,-,-,-,-,-,4,22,26,-,3,3,29,8,26,34,-,2,2,36,-,27,27,1,7,8,35,7,23,30,-,9,9,39,40,178,218,6,18,24,242,1181
Agresor desconocido,2,18,20,-,3,3,23,2,10,12,1,4,5,17,8,53,61,3,9,12,73,1,25,26,-,3,3,29,17,39,56,2,11,13,69,11,58,69,3,16,19,88,9,26,35,-,3,3,38,15,116,131,3,16,19,150,-,12,12,-,1,1,13,1,33,34,2,3,5,39,1,31,32,1,4,5,37,6,42,48,1,11,12,60,16,36,52,2,10,12,64,1,14,15,-,3,3,18,15,51,66,4,12,16,82,-,-,-,-,-,-,-,4,22,26,-,3,3,29,8,26,34,-,2,2,36,-,27,27,1,7,8,35,7,23,30,-,9,9,39,40,178,218,6,18,24,242,1181
Amigo (a),-,8,8,-,4,4,12,-,6,6,-,4,4,10,2,31,33,-,18,18,51,-,11,11,1,7,8,19,2,14,16,3,8,11,27,-,25,25,1,17,18,43,1,12,13,1,9,10,23,3,51,54,3,27,30,84,-,6,6,-,3,3,9,1,10,11,1,7,8,19,-,14,14,-,8,8,22,1,10,11,-,9,9,20,2,17,19,1,14,15,34,-,7,7,-,3,3,10,-,43,43,1,18,19,62,-,-,-,-,-,-,-,-,3,3,-,3,3,6,-,11,11,-,-,-,11,-,10,10,-,11,11,21,1,19,20,1,18,19,39,-,18,18,2,6,8,26,548
Amigo (a),-,8,8,-,4,4,12,-,6,6,-,4,4,10,2,31,33,-,18,18,51,-,11,11,1,7,8,19,2,14,16,3,8,11,27,-,25,25,1,17,18,43,1,12,13,1,9,10,23,3,51,54,3,27,30,84,-,6,6,-,3,3,9,1,10,11,1,7,8,19,-,14,14,-,8,8,22,1,10,11,-,9,9,20,2,17,19,1,14,15,34,-,7,7,-,3,3,10,-,43,43,1,18,19,62,-,-,-,-,-,-,-,-,3,3,-,3,3,6,-,11,11,-,-,-,11,-,10,10,-,11,11,21,1,19,20,1,18,19,39,-,18,18,2,6,8,26,548
Conocido,4,36,40,4,28,32,72,2,64,66,4,46,50,116,25,277,302,33,251,284,586,1,70,71,1,51,52,123,24,282,306,43,266,309,615,9,218,227,12,153,165,392,8,104,112,7,69,76,188,24,373,397,29,354,383,780,-,30,30,1,15,16,46,14,94,108,4,68,72,180,20,99,119,6,63,69,188,14,168,182,14,146,160,342,25,190,215,27,163,190,405,7,93,100,5,56,61,161,12,312,324,21,224,245,569,-,1,1,-,-,-,1,-,34,34,2,18,20,54,17,81,98,4,66,70,168,7,124,131,5,86,91,222,22,179,201,32,189,221,422,15,170,185,16,87,103,288,5918
Compañero (a) de celda,-,-,-,-,1,1,1,-,-,-,-,15,15,15,1,1,2,-,1,1,3,-,-,-,-,1,1,1,4,3,7,-,-,-,7,-,2,2,-,-,-,2,1,2,3,-,-,-,3,1,1,2,-,-,-,2,-,-,-,-,-,-,-,5,2,7,-,-,-,7,8,7,15,-,2,2,17,-,1,1,-,-,-,1,-,2,2,-,-,-,2,1,-,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,2,7,-,-,-,7,1,-,1,-,1,1,2,-,8,8,-,-,-,8,3,9,12,-,2,2,14,94
Compañero (a) de estudio ,1,-,1,2,-,2,3,2,2,4,2,-,2,6,8,1,9,4,1,5,14,1,-,1,1,-,1,2,2,1,3,10,-,10,13,-,1,1,3,-,3,4,2,-,2,1,-,1,3,1,1,2,6,-,6,8,-,-,-,-,1,1,1,4,-,4,-,-,-,4,4,-,4,3,-,3,7,1,-,1,2,-,2,3,3,-,3,7,1,8,11,3,-,3,1,-,1,4,3,1,4,2,-,2,6,-,-,-,-,-,-,-,-,1,1,1,1,2,3,4,1,5,1,-,1,6,-,1,1,1,1,2,3,1,1,2,4,-,4,6,3,-,3,2,-,2,5,112
Compañero (a) de trabajo ,-,5,5,-,3,3,8,-,7,7,-,1,1,8,-,12,12,-,2,2,14,-,3,3,-,4,4,7,-,6,6,-,2,2,8,-,14,14,-,5,5,19,-,14,14,-,6,6,20,-,21,21,-,11,11,32,-,2,2,-,1,1,3,-,8,8,-,8,8,16,-,12,12,-,7,7,19,-,7,7,-,4,4,11,-,7,7,-,1,1,8,-,6,6,-,2,2,8,-,16,16,-,15,15,31,-,-,-,-,-,-,-,-,5,5,-,2,2,7,-,2,2,-,2,2,4,-,13,13,-,3,3,16,-,6,6,-,2,2,8,-,33,33,-,9,9,42,289
Conocido sin ningun trato,2,20,22,2,18,20,42,-,36,36,2,12,14,50,7,147,154,10,115,125,279,-,32,32,-,27,27,59,12,145,157,11,131,142,299,4,119,123,5,73,78,201,1,46,47,3,32,35,82,10,200,210,10,174,184,394,-,21,21,1,8,9,30,3,61,64,2,44,46,110,3,58,61,1,31,32,93,6,78,84,4,76,80,164,11,104,115,9,79,88,203,2,53,55,3,24,27,82,5,150,155,7,109,116,271,-,1,1,-,-,-,1,-,15,15,-,8,8,23,7,39,46,1,32,33,79,2,54,56,2,43,45,101,11,94,105,9,90,99,204,2,77,79,7,40,47,126,2893
Empleador,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,1,1,5,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,16
Profesor (a),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,1,-,1,2,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,2,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,2,-,-,-,2,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,1,-,1,2,12
Vecino,1,11,12,-,6,6,18,-,18,18,-,17,17,35,9,116,125,19,132,151,276,-,35,35,-,19,19,54,6,122,128,22,132,154,282,5,82,87,4,74,78,165,4,41,45,2,31,33,78,11,150,161,13,168,181,342,-,7,7,-,5,5,12,1,23,24,2,16,18,42,3,22,25,2,23,25,50,7,82,89,8,66,74,163,11,77,88,11,82,93,181,1,34,35,1,29,30,65,4,144,148,12,100,112,260,-,-,-,-,-,-,-,-,12,12,1,6,7,19,-,35,35,2,32,34,69,3,55,58,2,37,39,97,10,70,80,19,96,115,195,6,51,57,6,36,42,99,2502
Delincuencia común,-,9,9,-,7,7,16,-,16,16,-,13,13,29,1,41,42,-,23,23,65,-,14,14,-,9,9,23,-,50,50,1,13,14,64,-,66,66,-,19,19,85,-,46,46,-,11,11,57,1,110,111,-,47,47,158,-,6,6,-,2,2,8,-,39,39,-,9,9,48,-,31,31,-,15,15,46,1,28,29,-,10,10,39,3,25,28,-,9,9,37,-,18,18,-,5,5,23,1,43,44,-,26,26,70,-,-,-,-,-,-,-,-,21,21,-,10,10,31,-,13,13,-,6,6,19,1,20,21,-,10,10,31,-,25,25,1,8,9,34,-,45,45,-,14,14,59,942
