COMPORTAMIENTO DE LAS LESIONES NO FATALES POR VIOLENCIA INTRAFAMILIAR (VIF) EN BOGOTÁ D.C AÑO 2021 / LOCALIDAD DEL HECHO,Antonio Nariño,Antonio Nariño.1,Antonio Nariño.2,Antonio Nariño.3,Antonio Nariño.4,Antonio Nariño.5,Antonio Nariño.6,Barrios Unidos,Barrios Unidos.1,Barrios Unidos.2,Barrios Unidos.3,Barrios Unidos.4,Barrios Unidos.5,Barrios Unidos.6,Bosa,Bosa.1,Bosa.2,Bosa.3,Bosa.4,Bosa.5,Bosa.6,Chapinero,Chapinero.1,Chapinero.2,Chapinero.3,Chapinero.4,Chapinero.5,Chapinero.6,Ciudad Bolívar,Ciudad Bolívar.1,Ciudad Bolívar.2,Ciudad Bolívar.3,Ciudad Bolívar.4,Ciudad Bolívar.5,Ciudad Bolívar.6,Engativá,Engativá.1,Engativá.2,Engativá.3,Engativá.4,Engativá.5,Engativá.6,Fontibón,Fontibón.1,Fontibón.2,Fontibón.3,Fontibón.4,Fontibón.5,Fontibón.6,Kennedy,Kennedy.1,Kennedy.2,Kennedy.3,Kennedy.4,Kennedy.5,Kennedy.6,La Candelaria,La Candelaria.1,La Candelaria.2,La Candelaria.3,La Candelaria.4,La Candelaria.5,La Candelaria.6,Mártires,Mártires.1,Mártires.2,Mártires.3,Mártires.4,Mártires.5,Mártires.6,Puente Aranda,Puente Aranda.1,Puente Aranda.2,Puente Aranda.3,Puente Aranda.4,Puente Aranda.5,Puente Aranda.6,Rafael Uribe Uribe,Rafael Uribe Uribe.1,Rafael Uribe Uribe.2,Rafael Uribe Uribe.3,Rafael Uribe Uribe.4,Rafael Uribe Uribe.5,Rafael Uribe Uribe.6,San Cristóbal,San Cristóbal.1,San Cristóbal.2,San Cristóbal.3,San Cristóbal.4,San Cristóbal.5,San Cristóbal.6,Santafé,Santafé.1,Santafé.2,Santafé.3,Santafé.4,Santafé.5,Santafé.6,Suba,Suba.1,Suba.2,Suba.3,Suba.4,Suba.5,Suba.6,Sumapaz,Sumapaz.1,Sumapaz.2,Sumapaz.3,Sumapaz.4,Sumapaz.5,Sumapaz.6,Teusaquillo,Teusaquillo.1,Teusaquillo.2,Teusaquillo.3,Teusaquillo.4,Teusaquillo.5,Teusaquillo.6,Tunjuelito,Tunjuelito.1,Tunjuelito.2,Tunjuelito.3,Tunjuelito.4,Tunjuelito.5,Tunjuelito.6,Usaquén,Usaquén.1,Usaquén.2,Usaquén.3,Usaquén.4,Usaquén.5,Usaquén.6,Usme,Usme.1,Usme.2,Usme.3,Usme.4,Usme.5,Usme.6,Sin información,Sin información.1,Sin información.2,Sin información.3,Sin información.4,Sin información.5,Sin información.6,CIFRA
Abandono,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,6
"Celos, desconfianza, infidelidad",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,2,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,1,-,1,1,9
Consumo de alcohol y/o sustancias psicoactivas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,10,9,-,9,19,1,-,1,-,-,-,1,12,-,12,4,-,4,16,5,-,5,5,-,5,10,1,-,1,4,-,4,5,11,-,11,13,-,13,24,-,-,-,-,-,-,-,2,-,2,2,-,2,4,-,-,-,1,-,1,1,4,-,4,4,-,4,8,10,-,10,7,-,7,17,-,-,-,2,-,2,2,8,-,8,10,-,10,18,-,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,1,-,1,1,3,-,3,4,-,4,7,2,-,2,4,-,4,6,-,-,-,2,-,2,2,143
Económicas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Enfermedad fisica o mental,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1
"Intolerancia, machismo",6,-,6,6,-,6,12,4,-,4,3,-,3,7,71,-,71,97,-,97,168,8,-,8,5,-,5,13,87,-,87,94,-,94,181,46,-,46,51,-,51,97,18,-,18,14,-,14,32,76,-,76,96,-,96,172,1,-,1,-,-,-,1,12,-,12,16,-,16,28,14,-,14,8,-,8,22,37,-,37,30,-,30,67,70,-,70,58,-,58,128,10,-,10,17,-,17,27,56,-,56,63,-,63,119,1,-,1,-,-,-,1,4,-,4,6,-,6,10,16,-,16,15,-,15,31,29,-,29,20,-,20,49,43,-,43,62,-,62,105,35,-,35,33,-,33,68,1338
Otras razones,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,2,-,2,2,-,-,-,2,-,2,2,-,-,-,-,-,-,-,1,-,1,3,-,3,4,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,-,-,-,1,2,-,2,2,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,2,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20
Sin información,-,-,-,-,-,-,-,3,-,3,1,-,1,4,12,-,12,12,-,12,24,3,-,3,1,-,1,4,18,-,18,11,-,11,29,5,-,5,11,-,11,16,2,-,2,3,-,3,5,9,-,9,11,-,11,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,-,1,3,3,-,3,5,-,5,8,8,-,8,7,-,7,15,-,-,-,1,-,1,1,4,-,4,6,-,6,10,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,1,1,-,1,2,3,-,3,2,-,2,5,7,-,7,9,-,9,16,12,-,12,16,-,16,28,191
VIOLENCIA ENTRE OTROS FAMILIARES (VIF),-,13,13,-,24,24,37,-,16,16,-,22,22,38,-,95,95,-,192,192,287,-,15,15,-,18,18,33,-,130,130,-,252,252,382,-,110,110,-,149,149,259,-,28,28,-,59,59,87,-,138,138,-,231,231,369,-,8,8,-,9,9,17,-,13,13,-,36,36,49,-,32,32,-,48,48,80,-,54,54,-,101,101,155,-,115,115,-,163,163,278,-,34,34,-,42,42,76,-,93,93,-,166,166,259,-,-,-,-,1,1,1,-,13,13,-,18,18,31,-,38,38,-,35,35,73,-,55,55,-,69,69,124,-,79,79,-,124,124,203,-,40,40,-,44,44,84,2922
Abandono,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,3
"Celos, desconfianza, infidelidad",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,2,2,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,16
Consumo de alcohol y/o sustancias psicoactivas,-,-,-,-,-,-,-,-,1,1,-,4,4,5,-,19,19,-,30,30,49,-,3,3,-,3,3,6,-,26,26,-,50,50,76,-,19,19,-,14,14,33,-,2,2,-,5,5,7,-,23,23,-,26,26,49,-,-,-,-,1,1,1,-,3,3,-,7,7,10,-,6,6,-,5,5,11,-,12,12,-,15,15,27,-,19,19,-,20,20,39,-,2,2,-,6,6,8,-,22,22,-,21,21,43,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,4,4,-,3,3,7,-,10,10,-,11,11,21,-,14,14,-,15,15,29,-,1,1,-,4,4,5,429
Económicas,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,3,3,-,2,2,5,-,1,1,-,-,-,1,-,-,-,-,3,3,3,-,1,1,-,3,3,4,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,3,3,-,2,2,5,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,1,1,-,1,1,2,33
Enfermedad fisica o mental,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,2,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
"Intolerancia, machismo",-,12,12,-,23,23,35,-,14,14,-,17,17,31,-,69,69,-,152,152,221,-,8,8,-,13,13,21,-,96,96,-,188,188,284,-,76,76,-,123,123,199,-,20,20,-,48,48,68,-,98,98,-,185,185,283,-,7,7,-,7,7,14,-,8,8,-,28,28,36,-,23,23,-,39,39,62,-,36,36,-,78,78,114,-,84,84,-,128,128,212,-,30,30,-,34,34,64,-,61,61,-,138,138,199,-,-,-,-,1,1,1,-,11,11,-,15,15,26,-,33,33,-,29,29,62,-,39,39,-,54,54,93,-,56,56,-,103,103,159,-,32,32,-,34,34,66,2250
Otras razones,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,1,1,-,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,1,1,-,-,-,1,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14
Sin información,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,4,4,-,4,4,8,-,2,2,-,1,1,3,-,5,5,-,10,10,15,-,12,12,-,9,9,21,-,6,6,-,6,6,12,-,13,13,-,16,16,29,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,3,3,-,2,2,5,-,4,4,-,6,6,10,-,8,8,-,9,9,17,-,-,-,-,2,2,2,-,8,8,-,3,3,11,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,3,3,4,-,2,2,-,1,1,3,-,8,8,-,5,5,13,-,6,6,-,5,5,11,169
VIOLENCIA CONTRA EL ADULTO MAYOR (VIF),-,5,5,-,4,4,9,-,3,3,-,4,4,7,-,16,16,-,22,22,38,-,5,5,-,2,2,7,-,27,27,-,21,21,48,-,35,35,-,31,31,66,-,7,7,-,5,5,12,-,25,25,-,37,37,62,-,4,4,-,-,-,4,-,6,6,-,8,8,14,-,7,7,-,11,11,18,-,9,9,-,10,10,19,-,24,24,-,29,29,53,-,6,6,-,2,2,8,-,19,19,-,36,36,55,-,-,-,-,-,-,-,-,7,7,-,1,1,8,-,12,12,-,9,9,21,-,9,9,-,13,13,22,-,9,9,-,10,10,19,-,7,7,-,6,6,13,503
Abandono,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
"Celos, desconfianza, infidelidad",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Consumo de alcohol y/o sustancias psicoactivas,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,2,2,-,2,2,4,-,1,1,-,-,-,1,-,7,7,-,4,4,11,-,3,3,-,3,3,6,-,-,-,-,-,-,-,-,3,3,-,7,7,10,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,1,1,-,4,4,5,-,2,2,-,4,4,6,-,-,-,-,1,1,1,-,3,3,-,5,5,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,2,2,-,1,1,3,-,1,1,-,4,4,5,-,-,-,-,1,1,1,65
Económicas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,1,-,1,1,-,-,-,1,8
Enfermedad fisica o mental,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
"Intolerancia, machismo",-,5,5,-,3,3,8,-,3,3,-,4,4,7,-,14,14,-,18,18,32,-,3,3,-,2,2,5,-,20,20,-,16,16,36,-,31,31,-,27,27,58,-,6,6,-,5,5,11,-,22,22,-,26,26,48,-,3,3,-,-,-,3,-,6,6,-,7,7,13,-,6,6,-,9,9,15,-,7,7,-,6,6,13,-,19,19,-,23,23,42,-,5,5,-,1,1,6,-,15,15,-,29,29,44,-,-,-,-,-,-,-,-,5,5,-,-,-,5,-,10,10,-,9,9,19,-,6,6,-,12,12,18,-,7,7,-,6,6,13,-,5,5,-,3,3,8,404
Otras razones,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Sin información,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,-,-,-,-,-,-,-,-,1,1,-,1,1,2,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,3,-,1,1,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,2,2,3,20
TOTAL,6,18,24,6,28,34,58,7,19,26,4,26,30,56,93,111,204,120,214,334,538,12,20,32,6,20,26,58,120,157,277,111,273,384,661,56,145,201,69,180,249,450,21,35,56,21,64,85,141,99,163,262,125,268,393,655,1,12,13,-,9,9,22,15,19,34,18,44,62,96,17,39,56,10,59,69,125,45,63,108,40,111,151,259,89,139,228,72,192,264,492,11,40,51,20,44,64,115,70,112,182,82,202,284,466,1,-,1,-,1,1,2,5,20,25,8,19,27,52,19,50,69,18,44,62,131,36,64,100,26,82,108,208,54,88,142,76,134,210,352,47,47,94,53,50,103,197,5134
VARIABLE: MECANISMO CAUSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VIOLENCIA CONTRA NIÑOS, NIÑAS Y ADOLESCENTES (VIF)",6,-,6,6,-,6,12,7,-,7,4,-,4,11,93,-,93,120,-,120,213,12,-,12,6,-,6,18,120,-,120,111,-,111,231,56,-,56,69,-,69,125,21,-,21,21,-,21,42,99,-,99,125,-,125,224,1,-,1,-,-,-,1,15,-,15,18,-,18,33,17,-,17,10,-,10,27,45,-,45,40,-,40,85,89,-,89,72,-,72,161,11,-,11,20,-,20,31,70,-,70,82,-,82,152,1,-,1,-,-,-,1,5,-,5,8,-,8,13,19,-,19,18,-,18,37,36,-,36,26,-,26,62,54,-,54,76,-,76,130,47,-,47,53,-,53,100,1709
Abrasivo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,4,1,-,1,5,-,-,-,-,-,-,-,4,-,4,4,-,4,8,3,-,3,2,-,2,5,-,-,-,1,-,1,1,3,-,3,2,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,2,-,2,3,8,-,8,6,-,6,14,1,-,1,1,-,1,2,4,-,4,3,-,3,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2,1,-,1,3,3,-,3,1,-,1,4,-,-,-,3,-,3,3,1,-,1,-,-,-,1,62
Biodinámico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Contundente,-,-,-,4,-,4,4,4,-,4,3,-,3,7,27,-,27,49,-,49,76,3,-,3,2,-,2,5,39,-,39,41,-,41,80,19,-,19,28,-,28,47,8,-,8,6,-,6,14,33,-,33,51,-,51,84,1,-,1,-,-,-,1,3,-,3,8,-,8,11,8,-,8,5,-,5,13,15,-,15,10,-,10,25,30,-,30,21,-,21,51,4,-,4,6,-,6,10,27,-,27,30,-,30,57,-,-,-,-,-,-,-,1,-,1,4,-,4,5,5,-,5,8,-,8,13,17,-,17,6,-,6,23,15,-,15,25,-,25,40,12,-,12,20,-,20,32,598
Cortante,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,2,3,-,-,-,-,-,-,-,3,-,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,1,-,1,1,-,-,-,1,-,1,1,1,-,1,-,-,-,1,15
Corto contundente,-,-,-,1,-,1,1,-,-,-,1,-,1,1,6,-,6,5,-,5,11,-,-,-,-,-,-,-,-,-,-,9,-,9,9,6,-,6,3,-,3,9,2,-,2,-,-,-,2,9,-,9,8,-,8,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,3,1,-,1,4,7,-,7,6,-,6,13,-,-,-,3,-,3,3,2,-,2,3,-,3,5,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,1,1,-,1,2,1,-,1,-,-,-,1,3,-,3,5,-,5,8,1,-,1,4,-,4,5,92
Corto punzante,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Mecanismo múltiple,1,-,1,1,-,1,2,-,-,-,-,-,-,-,13,-,13,20,-,20,33,2,-,2,-,-,-,2,27,-,27,9,-,9,36,13,-,13,9,-,9,22,4,-,4,5,-,5,9,14,-,14,19,-,19,33,-,-,-,-,-,-,-,1,-,1,6,-,6,7,1,-,1,1,-,1,2,12,-,12,13,-,13,25,12,-,12,11,-,11,23,2,-,2,4,-,4,6,13,-,13,10,-,10,23,1,-,1,-,-,-,1,2,-,2,1,-,1,3,4,-,4,1,-,1,5,1,-,1,1,-,1,2,13,-,13,13,-,13,26,6,-,6,5,-,5,11,271
Punzante,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Térmico,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Por determinar,5,-,5,-,-,-,5,3,-,3,-,-,-,3,42,-,42,43,-,43,85,7,-,7,4,-,4,11,45,-,45,47,-,47,92,15,-,15,26,-,26,41,7,-,7,9,-,9,16,40,-,40,43,-,43,83,-,-,-,-,-,-,-,11,-,11,4,-,4,15,7,-,7,3,-,3,10,14,-,14,12,-,12,26,32,-,32,28,-,28,60,4,-,4,6,-,6,10,23,-,23,35,-,35,58,-,-,-,-,-,-,-,1,-,1,3,-,3,4,6,-,6,7,-,7,13,14,-,14,17,-,17,31,23,-,23,29,-,29,52,26,-,26,24,-,24,50,665
VIOLENCIA ENTRE OTROS FAMILIARES (VIF),-,13,13,-,24,24,37,-,16,16,-,22,22,38,-,95,95,-,192,192,287,-,15,15,-,18,18,33,-,130,130,-,252,252,382,-,110,110,-,149,149,259,-,28,28,-,59,59,87,-,138,138,-,231,231,369,-,8,8,-,9,9,17,-,13,13,-,36,36,49,-,32,32,-,48,48,80,-,54,54,-,101,101,155,-,115,115,-,163,163,278,-,34,34,-,42,42,76,-,93,93,-,166,166,259,-,-,-,-,1,1,1,-,13,13,-,18,18,31,-,38,38,-,35,35,73,-,55,55,-,69,69,124,-,79,79,-,124,124,203,-,40,40,-,44,44,84,2922
Abrasivo,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,6,6,-,10,10,16,-,-,-,-,2,2,2,-,5,5,-,8,8,13,-,5,5,-,6,6,11,-,2,2,-,2,2,4,-,7,7,-,10,10,17,-,-,-,-,-,-,-,-,1,1,-,2,2,3,-,3,3,-,4,4,7,-,1,1,-,5,5,6,-,5,5,-,2,2,7,-,2,2,-,1,1,3,-,7,7,-,5,5,12,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,2,-,1,1,3,-,-,-,-,3,3,3,-,-,-,-,5,5,5,-,1,1,-,1,1,2,116
